servicio_a,servicio_b,soporte_co_ocurrencia,n_a_antes_b,n_b_antes_a,direccion_dominante,frac_direccion_dominante,clasificacion,nombre_a,nombre_b
68244c73eb7a429a9c70a3dbf247293f,c5b83bbfa22c4c31a5743485b4c6e524,56,30,26,68244c73eb7a429a9c70a3dbf247293f->c5b83bbfa22c4c31a5743485b4c6e524,0.5357,mixto,Bolsa nacional de empleo - Subsecretaría del Trabajo,Bolsa Nacional de Empleo - Subsecretaría del Trabajo
123,41da80f6154c4d918166fc43862f5d78,56,25,31,41da80f6154c4d918166fc43862f5d78->123,0.5536,mixto,Registro Civil - SRCeI,Web Cajmetro - Corporación de Asistencia Judicial de la Región Metropolitana
6daae6995cb245348bb2b5432ccc9948,e8dde9d26979498786c6ba5a82f70ad3,56,35,21,6daae6995cb245348bb2b5432ccc9948->e8dde9d26979498786c6ba5a82f70ad3,0.625,mixto,DIRECTEMAR - Dirección General del Territorio Marítimo y Marina Mercante,"undefined - Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile"
387ff07354a74657a44369e05d83234a,9ae54d261e454c93ae1c2cdec0fd03e6,56,27,29,9ae54d261e454c93ae1c2cdec0fd03e6->387ff07354a74657a44369e05d83234a,0.5179,mixto,Nuevo Sitio Web FONASA - Fondo Nacional de Salud,Login certificado afiliacion - Fondo Nacional de Salud
123,d44f2fafe10b4397ac7557cd13747bd2,56,27,29,d44f2fafe10b4397ac7557cd13747bd2->123,0.5179,mixto,Registro Civil - SRCeI,RPI - MTT
c82f84bf3f2b451393445a0cb6883665,fdd7e5cf453e42d7b8cb2334d3a7bff9,56,22,34,fdd7e5cf453e42d7b8cb2334d3a7bff9->c82f84bf3f2b451393445a0cb6883665,0.6071,mixto,Ventanilla Única Social - Subsecretaría de Evaluación Social,Telesalud - Subsecretaría de Redes Asistenciales
6daae6995cb245348bb2b5432ccc9948,f883bd6d70b043a09837e8b888fe3f65,56,29,27,6daae6995cb245348bb2b5432ccc9948->f883bd6d70b043a09837e8b888fe3f65,0.5179,mixto,DIRECTEMAR - Dirección General del Territorio Marítimo y Marina Mercante,undefined - Subsecretaría de Economía y Empresas de Menor Tamaño
c52ceac3693c4644bb20f07dd8aa7103,d602a0071f3f4db8b37a87cffd89bf23,55,29,26,c52ceac3693c4644bb20f07dd8aa7103->d602a0071f3f4db8b37a87cffd89bf23,0.5273,mixto,Firma Electronica - Secretaría de Gobierno Digital,PJUD - PODER JUDICIAL
1eec93924a1046efbad70c851782ab8a,67339e06f4b44f78994ff4785178807a,55,28,27,1eec93924a1046efbad70c851782ab8a->67339e06f4b44f78994ff4785178807a,0.5091,mixto,Trámites INAPI - Instituto Nacional de Propiedad Industrial,Mercado+Público - Dirección de Compras y Contratación Pública
91f3f86897ff4ae39e50cbd7035fa8af,ae412e532f1a48428bd0c5ad1f02f816,55,16,39,ae412e532f1a48428bd0c5ad1f02f816->91f3f86897ff4ae39e50cbd7035fa8af,0.7091,mixto,APIs Receta Electrónica - Subsecretaría de Salud Pública,Sistema de gestión de licencia - Subsecretaría de Transportes
2ae2ca1a377048a58815f54a432f8a21,91f3f86897ff4ae39e50cbd7035fa8af,55,29,26,2ae2ca1a377048a58815f54a432f8a21->91f3f86897ff4ae39e50cbd7035fa8af,0.5273,mixto,Portal Paciente - Subsecretaría de Redes Asistenciales,APIs Receta Electrónica - Subsecretaría de Salud Pública
645a4f092abd49f0820b8a5507e3dea0,e8dde9d26979498786c6ba5a82f70ad3,54,28,26,645a4f092abd49f0820b8a5507e3dea0->e8dde9d26979498786c6ba5a82f70ad3,0.5185,mixto,Sistema Servicios en línea - Caja de Previsión de la Defensa Nacional,"undefined - Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile"
01b56ab5b9be43e19fa06300994787ec,91f3f86897ff4ae39e50cbd7035fa8af,54,8,46,91f3f86897ff4ae39e50cbd7035fa8af->01b56ab5b9be43e19fa06300994787ec,0.8519,mixto,Bitácora Web - Ministerio Público,APIs Receta Electrónica - Subsecretaría de Salud Pública
123,26ce850e25c04398a2da12f4478e7597,54,23,31,26ce850e25c04398a2da12f4478e7597->123,0.5741,mixto,Registro Civil - SRCeI,Registro de profesionales - Subsecretaría de Educación
4060f34dc33042fda53efdfd0594b679,d602a0071f3f4db8b37a87cffd89bf23,54,24,30,d602a0071f3f4db8b37a87cffd89bf23->4060f34dc33042fda53efdfd0594b679,0.5556,mixto,Capacitación ChileCompra - Dirección ChileCompra,PJUD - PODER JUDICIAL
64b50202d6b74bfcb78c7342823e0f4f,e8dde9d26979498786c6ba5a82f70ad3,54,40,14,64b50202d6b74bfcb78c7342823e0f4f->e8dde9d26979498786c6ba5a82f70ad3,0.7407,mixto,Cesantía - Comisión Administradora de Sistema de Créditos para Estudios Superiores,"undefined - Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile"
91f3f86897ff4ae39e50cbd7035fa8af,eaf8f2b0ccd04cf2a7bfcf357fe88ca2,54,27,27,91f3f86897ff4ae39e50cbd7035fa8af->eaf8f2b0ccd04cf2a7bfcf357fe88ca2,0.5,mixto,APIs Receta Electrónica - Subsecretaría de Salud Pública,Empleos Públicos - Servicio Civil
c82f84bf3f2b451393445a0cb6883665,d74a389b77734996ba37fa61a0d08341,54,6,48,d74a389b77734996ba37fa61a0d08341->c82f84bf3f2b451393445a0cb6883665,0.8889,mixto,Ventanilla Única Social - Subsecretaría de Evaluación Social,DECLARACION JURADA - Servicio Agrícola y Ganadero
64d9be8046574fbfbc1fb14c9912afea,94d27864f86d422faa68efccb908cc34,54,33,21,64d9be8046574fbfbc1fb14c9912afea->94d27864f86d422faa68efccb908cc34,0.6111,mixto,ASDigital - Ministerio de salud,94d27864f86d422faa68efccb908cc34
9c9359fefd164d388f8a5edc2bac301e,b3eb39eeec084dcd92806f5f6081e175,54,28,26,9c9359fefd164d388f8a5edc2bac301e->b3eb39eeec084dcd92806f5f6081e175,0.5185,mixto,Contraloría - Contraloría General de la República,munimelipilla ceropapel - Municipalidad de Melipilla
67339e06f4b44f78994ff4785178807a,c5b83bbfa22c4c31a5743485b4c6e524,53,25,28,c5b83bbfa22c4c31a5743485b4c6e524->67339e06f4b44f78994ff4785178807a,0.5283,mixto,Mercado+Público - Dirección de Compras y Contratación Pública,Bolsa Nacional de Empleo - Subsecretaría del Trabajo
ae4caa1cb2154cac89440f3fe18251cb,dc821110e3f34bf3984d61955ced2e69,53,29,24,ae4caa1cb2154cac89440f3fe18251cb->dc821110e3f34bf3984d61955ced2e69,0.5472,mixto,Ingreso de causas y escritos - Corporación Administrativa del Poder Judicial,Licencia de Conducir Digital - Subsecretaría de Transportes
ae4caa1cb2154cac89440f3fe18251cb,c5b83bbfa22c4c31a5743485b4c6e524,53,15,38,c5b83bbfa22c4c31a5743485b4c6e524->ae4caa1cb2154cac89440f3fe18251cb,0.717,mixto,Ingreso de causas y escritos - Corporación Administrativa del Poder Judicial,Bolsa Nacional de Empleo - Subsecretaría del Trabajo
7f2c2c35a2de4624ad938147f73f271a,c82f84bf3f2b451393445a0cb6883665,53,25,28,c82f84bf3f2b451393445a0cb6883665->7f2c2c35a2de4624ad938147f73f271a,0.5283,mixto,Registro Nacional de Mascotas y Animales de Compañía - Subsecretaría de Desarrollo Regional y Administrativo,Ventanilla Única Social - Subsecretaría de Evaluación Social
4461c788433345b8a4a296b35aa9499d,d602a0071f3f4db8b37a87cffd89bf23,53,23,30,d602a0071f3f4db8b37a87cffd89bf23->4461c788433345b8a4a296b35aa9499d,0.566,mixto,Superintendencia de Educación - Superintendencia de Educación,PJUD - PODER JUDICIAL
209ce526160947f0b398566cd4cbfd0d,64d9be8046574fbfbc1fb14c9912afea,53,21,32,64d9be8046574fbfbc1fb14c9912afea->209ce526160947f0b398566cd4cbfd0d,0.6038,mixto,Portal de Aplicaciones Sence - Servicio Nacional de Capacitacion y Empleo,ASDigital - Ministerio de salud
3346db58cd2d474fbcf63e827462b85d,ae4caa1cb2154cac89440f3fe18251cb,53,26,27,ae4caa1cb2154cac89440f3fe18251cb->3346db58cd2d474fbcf63e827462b85d,0.5094,mixto,Single Sign-On - Subsecretaría de Evaluación Social,Ingreso de causas y escritos - Corporación Administrativa del Poder Judicial
4830b97416a14d1485ccb85c9f9baa4e,6a322ad743e3464bae56d2d9b180078a,53,34,19,4830b97416a14d1485ccb85c9f9baa4e->6a322ad743e3464bae56d2d9b180078a,0.6415,mixto,Trámites SP - Superintendencia de Penssiones,6a322ad743e3464bae56d2d9b180078a
18bec3e707784a978d9d89f2967f87de,2549b51828ce40af920a932dd2102217,53,26,27,2549b51828ce40af920a932dd2102217->18bec3e707784a978d9d89f2967f87de,0.5094,mixto,SERVEL- RENDICION - Servicio Electoral,undefined - Servicio de Impuestos Internos
ae54454684154c25bd33c6e04609652b,ffaec74bfd414f8394bab077a989e27f,52,30,22,ae54454684154c25bd33c6e04609652b->ffaec74bfd414f8394bab077a989e27f,0.5769,mixto,Sistema de Apelación Contra de Isapres - Subsecretaría de Salud Pública,miChileAtiende - Instituto de Previsión Social
86144f0d3b814c1d8c013f7aade6c55d,c2f8201a4d224d81babdcea072e5cec4,52,29,23,86144f0d3b814c1d8c013f7aade6c55d->c2f8201a4d224d81babdcea072e5cec4,0.5577,mixto,Sernac - Portal del consumidor - Servicio Nacional del Consumidor,https://tramites.subtel.gob.cl - Subsecretaría de Telecomunicaciones
8c4b94e7835b495e90eeca57d62cd1ff,ed07316d9d6344a9ab11e8a41fdc413a,52,3,49,ed07316d9d6344a9ab11e8a41fdc413a->8c4b94e7835b495e90eeca57d62cd1ff,0.9423,consistente,Intranet SEIM - Subsecretaría de Transportes,NEXTEO - Subsecretaría de Transportes
64d9be8046574fbfbc1fb14c9912afea,b1b009877e0c4e0790fd92559d853d69,52,14,38,b1b009877e0c4e0790fd92559d853d69->64d9be8046574fbfbc1fb14c9912afea,0.7308,mixto,ASDigital - Ministerio de salud,Mi Súper - Superintendencia de Salud
79bvfghg9a0a8tm25d16sddg7d61d4710,ee00832abfba40b38335ce48a12981b5,52,29,23,79bvfghg9a0a8tm25d16sddg7d61d4710->ee00832abfba40b38335ce48a12981b5,0.5577,mixto,Extranjeria - Secretaría de Gobierno Digital,Autenticacion Nube  Privada - Servicio de Impuestos Internos
638aea308ffb483198d5c1387e2cc017,c82f84bf3f2b451393445a0cb6883665,52,4,48,c82f84bf3f2b451393445a0cb6883665->638aea308ffb483198d5c1387e2cc017,0.9231,consistente,"Portal ""Mi SUPERIR"" - Superintendencia de Insolvencia y Reemprendimiento",Ventanilla Única Social - Subsecretaría de Evaluación Social
dd7629fec91f4599b3cf8c0dd0b984ac,ee00832abfba40b38335ce48a12981b5,52,32,20,dd7629fec91f4599b3cf8c0dd0b984ac->ee00832abfba40b38335ce48a12981b5,0.6154,mixto,Sucursal Virtual FONASA - Fondo Nacional de Salud,Autenticacion Nube  Privada - Servicio de Impuestos Internos
9c9359fefd164d388f8a5edc2bac301e,a6c839544c0440f5bf2ce98e7396613f,52,32,20,9c9359fefd164d388f8a5edc2bac301e->a6c839544c0440f5bf2ce98e7396613f,0.6154,mixto,Contraloría - Contraloría General de la República,Aula Virtual CEA - Contraloría General de la República
2549b51828ce40af920a932dd2102217,645a4f092abd49f0820b8a5507e3dea0,51,31,20,2549b51828ce40af920a932dd2102217->645a4f092abd49f0820b8a5507e3dea0,0.6078,mixto,undefined - Servicio de Impuestos Internos,Sistema Servicios en línea - Caja de Previsión de la Defensa Nacional
2549b51828ce40af920a932dd2102217,d74a389b77734996ba37fa61a0d08341,51,7,44,d74a389b77734996ba37fa61a0d08341->2549b51828ce40af920a932dd2102217,0.8627,mixto,undefined - Servicio de Impuestos Internos,DECLARACION JURADA - Servicio Agrícola y Ganadero
4a94478dd25f4430a0a023b87e11170d,b972e814004e4624a566f308901cca7c,51,27,24,4a94478dd25f4430a0a023b87e11170d->b972e814004e4624a566f308901cca7c,0.5294,mixto,Milicenciamedica.cl - Subsecretaría de Salud Pública,DocDigital Versión 3 - Subsecretaría General de la Presidencia de la República
1eec93924a1046efbad70c851782ab8a,347178b052294153af290d6a84589868,51,15,36,347178b052294153af290d6a84589868->1eec93924a1046efbad70c851782ab8a,0.7059,mixto,Trámites INAPI - Instituto Nacional de Propiedad Industrial,Mi Fiscalía en Línea - Ministerio Público
ae4caa1cb2154cac89440f3fe18251cb,cc28da1df13d4147b5420ccc231a458e,51,6,45,cc28da1df13d4147b5420ccc231a458e->ae4caa1cb2154cac89440f3fe18251cb,0.8824,mixto,Ingreso de causas y escritos - Corporación Administrativa del Poder Judicial,Canal de denuncias - Poder Judicial
ae412e532f1a48428bd0c5ad1f02f816,c52ceac3693c4644bb20f07dd8aa7103,51,27,24,ae412e532f1a48428bd0c5ad1f02f816->c52ceac3693c4644bb20f07dd8aa7103,0.5294,mixto,Sistema de gestión de licencia - Subsecretaría de Transportes,Firma Electronica - Secretaría de Gobierno Digital
3346db58cd2d474fbcf63e827462b85d,c63d7e67e1f8454386089193582563ea,51,29,22,3346db58cd2d474fbcf63e827462b85d->c63d7e67e1f8454386089193582563ea,0.5686,mixto,Single Sign-On - Subsecretaría de Evaluación Social,Campus Virtual - Subsecretaría de Evaluación Social
67eb30db49f240b08ab2b3f422f92cdf,cb9e2b9dd1cd44c5b7d4fdcfbbf3f5e0,51,32,19,67eb30db49f240b08ab2b3f422f92cdf->cb9e2b9dd1cd44c5b7d4fdcfbbf3f5e0,0.6275,mixto,Portal MiDT - Dirección del Trabajo,Portal Usuario 2.0 - Subsecretaría de Justicia
d602a0071f3f4db8b37a87cffd89bf23,dfd423dde87b47d382b736a15a36ac68,51,24,27,dfd423dde87b47d382b736a15a36ac68->d602a0071f3f4db8b37a87cffd89bf23,0.5294,mixto,PJUD - PODER JUDICIAL,App La Florida - Municipalidad de La Florida
0f33ab6447034fe49d1629353a119e47,495c261c0f484bd08e232f7358452c4d,51,31,20,0f33ab6447034fe49d1629353a119e47->495c261c0f484bd08e232f7358452c4d,0.6078,mixto,Superintendencia en Línea - Mi Portal - Superintendencia de Seguridad Social,undefined - Comisión para el Mercado Financiero
38b3f29fe39b4e87b5f7982165de8cf1,40fc9588a8e04b28852ec1163528bb8a,51,15,36,40fc9588a8e04b28852ec1163528bb8a->38b3f29fe39b4e87b5f7982165de8cf1,0.7059,mixto,Portal Servel - Servicio Electoral,PAEx DGMN - Dirección General de Movilización Nacional
123,1eec93924a1046efbad70c851782ab8a,51,18,33,1eec93924a1046efbad70c851782ab8a->123,0.6471,mixto,Registro Civil - SRCeI,Trámites INAPI - Instituto Nacional de Propiedad Industrial
08165f6182bc4dfc9dc1d7774508bbc6,0f33ab6447034fe49d1629353a119e47,50,24,26,0f33ab6447034fe49d1629353a119e47->08165f6182bc4dfc9dc1d7774508bbc6,0.52,mixto,e-certchile - E-Cert Chile,Superintendencia en Línea - Mi Portal - Superintendencia de Seguridad Social
209ce526160947f0b398566cd4cbfd0d,ab2dd6e0890c4b5483973add6fa1b91b,50,22,28,ab2dd6e0890c4b5483973add6fa1b91b->209ce526160947f0b398566cd4cbfd0d,0.56,mixto,Portal de Aplicaciones Sence - Servicio Nacional de Capacitacion y Empleo,Sercotec - Servicio de Cooperación Técnica
209ce526160947f0b398566cd4cbfd0d,2ff516ac74a44ebfa3a522adbde28a0f,50,26,24,209ce526160947f0b398566cd4cbfd0d->2ff516ac74a44ebfa3a522adbde28a0f,0.52,mixto,Portal de Aplicaciones Sence - Servicio Nacional de Capacitacion y Empleo,E-Sign ClaveÚnica - ESIGN S.A.
5235b9f356954973a226cb6fc12c9d6e,c7d9f088b4be4e38924fcfa78a6b5496,50,23,27,c7d9f088b4be4e38924fcfa78a6b5496->5235b9f356954973a226cb6fc12c9d6e,0.54,mixto,Sistema Alta Dirección Pública - Dirección Nacional del Servicio Civil,Directores para Chile - Servicio Civil
67eb30db49f240b08ab2b3f422f92cdf,ac8e668f620b403b9ccc6486c0e365c7,50,42,8,67eb30db49f240b08ab2b3f422f92cdf->ac8e668f620b403b9ccc6486c0e365c7,0.84,mixto,Portal MiDT - Dirección del Trabajo,ac8e668f620b403b9ccc6486c0e365c7
52449c34bb1e47fe81802bf322dae8ee,d602a0071f3f4db8b37a87cffd89bf23,50,21,29,d602a0071f3f4db8b37a87cffd89bf23->52449c34bb1e47fe81802bf322dae8ee,0.58,mixto,bcm2.sii.cl - Servicio de Impuestos Internos,PJUD - PODER JUDICIAL
4a94478dd25f4430a0a023b87e11170d,79bvfghg9a0a8tm25d16sddg7d61d4710,50,30,20,4a94478dd25f4430a0a023b87e11170d->79bvfghg9a0a8tm25d16sddg7d61d4710,0.6,mixto,Milicenciamedica.cl - Subsecretaría de Salud Pública,Extranjeria - Secretaría de Gobierno Digital
86144f0d3b814c1d8c013f7aade6c55d,91f3f86897ff4ae39e50cbd7035fa8af,50,22,28,91f3f86897ff4ae39e50cbd7035fa8af->86144f0d3b814c1d8c013f7aade6c55d,0.56,mixto,Sernac - Portal del consumidor - Servicio Nacional del Consumidor,APIs Receta Electrónica - Subsecretaría de Salud Pública
ae54454684154c25bd33c6e04609652b,c82f84bf3f2b451393445a0cb6883665,50,30,20,ae54454684154c25bd33c6e04609652b->c82f84bf3f2b451393445a0cb6883665,0.6,mixto,Sistema de Apelación Contra de Isapres - Subsecretaría de Salud Pública,Ventanilla Única Social - Subsecretaría de Evaluación Social
d0b1e3a4c2434e65be47566dcc3e2ee0,d602a0071f3f4db8b37a87cffd89bf23,50,22,28,d602a0071f3f4db8b37a87cffd89bf23->d0b1e3a4c2434e65be47566dcc3e2ee0,0.56,mixto,Municipalidad de Los Angeles - Ilustre Municipalidad de Los Angeles,PJUD - PODER JUDICIAL
01b56ab5b9be43e19fa06300994787ec,347178b052294153af290d6a84589868,50,18,32,347178b052294153af290d6a84589868->01b56ab5b9be43e19fa06300994787ec,0.64,mixto,Bitácora Web - Ministerio Público,Mi Fiscalía en Línea - Ministerio Público
ee1016d1de3347b79368186e86dfc2c2,fea91b9f08cc4f54a295711a70734a22,50,24,26,fea91b9f08cc4f54a295711a70734a22->ee1016d1de3347b79368186e86dfc2c2,0.52,mixto,DOM Digital - municipalidad de puerto montt,fea91b9f08cc4f54a295711a70734a22
6f7b8ef5a7204c4b92d0ca778317d790,d602a0071f3f4db8b37a87cffd89bf23,49,19,30,d602a0071f3f4db8b37a87cffd89bf23->6f7b8ef5a7204c4b92d0ca778317d790,0.6122,mixto,Gestor documental ZeCeroPapel - Servicio Nacional de Protección Especializada a la Niñez y Adolescencia,PJUD - PODER JUDICIAL
08165f6182bc4dfc9dc1d7774508bbc6,209ce526160947f0b398566cd4cbfd0d,49,22,27,209ce526160947f0b398566cd4cbfd0d->08165f6182bc4dfc9dc1d7774508bbc6,0.551,mixto,e-certchile - E-Cert Chile,Portal de Aplicaciones Sence - Servicio Nacional de Capacitacion y Empleo
ae4caa1cb2154cac89440f3fe18251cb,ef1dd1f1a5b94d0eacb669f7b3ec2911,49,26,23,ae4caa1cb2154cac89440f3fe18251cb->ef1dd1f1a5b94d0eacb669f7b3ec2911,0.5306,mixto,Ingreso de causas y escritos - Corporación Administrativa del Poder Judicial,Mi Crédito CAE - Comisión Administradora del Sistema de Créditos para Estudios Superiores
6e12533e73a048efa8bcc0a30f2b7684,9ae54d261e454c93ae1c2cdec0fd03e6,49,23,26,9ae54d261e454c93ae1c2cdec0fd03e6->6e12533e73a048efa8bcc0a30f2b7684,0.5306,mixto,Dirección General de Movilización Nacional - Dirección General de Movilización Nacional,Login certificado afiliacion - Fondo Nacional de Salud
52449c34bb1e47fe81802bf322dae8ee,e8dde9d26979498786c6ba5a82f70ad3,49,22,27,e8dde9d26979498786c6ba5a82f70ad3->52449c34bb1e47fe81802bf322dae8ee,0.551,mixto,bcm2.sii.cl - Servicio de Impuestos Internos,"undefined - Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile"
123,638aea308ffb483198d5c1387e2cc017,49,42,7,123->638aea308ffb483198d5c1387e2cc017,0.8571,mixto,Registro Civil - SRCeI,"Portal ""Mi SUPERIR"" - Superintendencia de Insolvencia y Reemprendimiento"
4f22549f9d3a443cb041c0e55395dbf1,d602a0071f3f4db8b37a87cffd89bf23,49,26,23,4f22549f9d3a443cb041c0e55395dbf1->d602a0071f3f4db8b37a87cffd89bf23,0.5306,mixto,Comisaría Virtual Denuncias - Carabineros de Chile,PJUD - PODER JUDICIAL
6daae6995cb245348bb2b5432ccc9948,9a76efc4c34e4bd7843206658dc45454,49,15,34,9a76efc4c34e4bd7843206658dc45454->6daae6995cb245348bb2b5432ccc9948,0.6939,mixto,DIRECTEMAR - Dirección General del Territorio Marítimo y Marina Mercante,Portal Ciudadano ClaveÚnica - Secretaría de Gobierno Digital
645a4f092abd49f0820b8a5507e3dea0,c82f84bf3f2b451393445a0cb6883665,49,21,28,c82f84bf3f2b451393445a0cb6883665->645a4f092abd49f0820b8a5507e3dea0,0.5714,mixto,Sistema Servicios en línea - Caja de Previsión de la Defensa Nacional,Ventanilla Única Social - Subsecretaría de Evaluación Social
67eb30db49f240b08ab2b3f422f92cdf,6e12533e73a048efa8bcc0a30f2b7684,49,13,36,6e12533e73a048efa8bcc0a30f2b7684->67eb30db49f240b08ab2b3f422f92cdf,0.7347,mixto,Portal MiDT - Dirección del Trabajo,Dirección General de Movilización Nacional - Dirección General de Movilización Nacional
6e12533e73a048efa8bcc0a30f2b7684,ffaec74bfd414f8394bab077a989e27f,48,11,37,ffaec74bfd414f8394bab077a989e27f->6e12533e73a048efa8bcc0a30f2b7684,0.7708,mixto,Dirección General de Movilización Nacional - Dirección General de Movilización Nacional,miChileAtiende - Instituto de Previsión Social
2549b51828ce40af920a932dd2102217,6daae6995cb245348bb2b5432ccc9948,48,13,35,6daae6995cb245348bb2b5432ccc9948->2549b51828ce40af920a932dd2102217,0.7292,mixto,undefined - Servicio de Impuestos Internos,DIRECTEMAR - Dirección General del Territorio Marítimo y Marina Mercante
006b85a984e94ce88ddb035ec01b2d70,88d08ee1a5384a7fbe4bfddb8928ce82,48,24,24,006b85a984e94ce88ddb035ec01b2d70->88d08ee1a5384a7fbe4bfddb8928ce82,0.5,mixto,006b85a984e94ce88ddb035ec01b2d70,Sistema Midas - Subsecretaría de Salud Pública
01b56ab5b9be43e19fa06300994787ec,4830b97416a14d1485ccb85c9f9baa4e,48,40,8,01b56ab5b9be43e19fa06300994787ec->4830b97416a14d1485ccb85c9f9baa4e,0.8333,mixto,Bitácora Web - Ministerio Público,Trámites SP - Superintendencia de Penssiones
b972e814004e4624a566f308901cca7c,e8dde9d26979498786c6ba5a82f70ad3,48,34,14,b972e814004e4624a566f308901cca7c->e8dde9d26979498786c6ba5a82f70ad3,0.7083,mixto,DocDigital Versión 3 - Subsecretaría General de la Presidencia de la República,"undefined - Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile"
1ad6835586034de0b29f4a402b182c6c,209ce526160947f0b398566cd4cbfd0d,48,22,26,209ce526160947f0b398566cd4cbfd0d->1ad6835586034de0b29f4a402b182c6c,0.5417,mixto,Comisaría Virtual 2 - Carabineros de Chile,Portal de Aplicaciones Sence - Servicio Nacional de Capacitacion y Empleo
209ce526160947f0b398566cd4cbfd0d,ae5b803c779a4b38b70f9e4b6d33dc26,48,11,37,ae5b803c779a4b38b70f9e4b6d33dc26->209ce526160947f0b398566cd4cbfd0d,0.7708,mixto,Portal de Aplicaciones Sence - Servicio Nacional de Capacitacion y Empleo,Sistema DocWeb - Subsecretaría de Justicia
645a4f092abd49f0820b8a5507e3dea0,a7709b21161d459298dc5dc58e77310b,48,27,21,645a4f092abd49f0820b8a5507e3dea0->a7709b21161d459298dc5dc58e77310b,0.5625,mixto,Sistema Servicios en línea - Caja de Previsión de la Defensa Nacional,DIPRECA - Dirección de Previsión de Carabineros de Chile
dc821110e3f34bf3984d61955ced2e69,fd595f24910c4126b7398b3e081af528,47,34,13,dc821110e3f34bf3984d61955ced2e69->fd595f24910c4126b7398b3e081af528,0.7234,mixto,Licencia de Conducir Digital - Subsecretaría de Transportes,Instituto Seguridad Laboral - Instituto Seguridad Laboral
209ce526160947f0b398566cd4cbfd0d,ef1dd1f1a5b94d0eacb669f7b3ec2911,47,21,26,ef1dd1f1a5b94d0eacb669f7b3ec2911->209ce526160947f0b398566cd4cbfd0d,0.5532,mixto,Portal de Aplicaciones Sence - Servicio Nacional de Capacitacion y Empleo,Mi Crédito CAE - Comisión Administradora del Sistema de Créditos para Estudios Superiores
eaf8f2b0ccd04cf2a7bfcf357fe88ca2,ffaec74bfd414f8394bab077a989e27f,47,21,26,ffaec74bfd414f8394bab077a989e27f->eaf8f2b0ccd04cf2a7bfcf357fe88ca2,0.5532,mixto,Empleos Públicos - Servicio Civil,miChileAtiende - Instituto de Previsión Social
2629fabfb8e7428bb34e3d4f43ffdc9b,f883bd6d70b043a09837e8b888fe3f65,47,17,30,f883bd6d70b043a09837e8b888fe3f65->2629fabfb8e7428bb34e3d4f43ffdc9b,0.6383,mixto,Thomas Signe - Thomas-Signe Chile S.A,undefined - Subsecretaría de Economía y Empresas de Menor Tamaño
74e60dc3bc26493d81088e4d322b7c39,91f3f86897ff4ae39e50cbd7035fa8af,47,26,21,74e60dc3bc26493d81088e4d322b7c39->91f3f86897ff4ae39e50cbd7035fa8af,0.5532,mixto,SignPass - BPO Advisors SpA,APIs Receta Electrónica - Subsecretaría de Salud Pública
74e60dc3bc26493d81088e4d322b7c39,c82f84bf3f2b451393445a0cb6883665,47,20,27,c82f84bf3f2b451393445a0cb6883665->74e60dc3bc26493d81088e4d322b7c39,0.5745,mixto,SignPass - BPO Advisors SpA,Ventanilla Única Social - Subsecretaría de Evaluación Social
c765193a11274b73b1ffa97efd6fbc3b,d602a0071f3f4db8b37a87cffd89bf23,47,13,34,d602a0071f3f4db8b37a87cffd89bf23->c765193a11274b73b1ffa97efd6fbc3b,0.7234,mixto,Servicio Único de Identidad - SMA - Superintendencia del Medio Ambiente,PJUD - PODER JUDICIAL
209ce526160947f0b398566cd4cbfd0d,dc821110e3f34bf3984d61955ced2e69,47,23,24,dc821110e3f34bf3984d61955ced2e69->209ce526160947f0b398566cd4cbfd0d,0.5106,mixto,Portal de Aplicaciones Sence - Servicio Nacional de Capacitacion y Empleo,Licencia de Conducir Digital - Subsecretaría de Transportes
16ffe077cc1a4b11a19bea91abce6f9c,a7a98dfdf4dd4a8fa248cae682395965,47,39,8,16ffe077cc1a4b11a19bea91abce6f9c->a7a98dfdf4dd4a8fa248cae682395965,0.8298,mixto,SIMEF v5 - Subsecretaría de Justicia,Sistema Informático Registro Nacional de Mediadores - Subsecretaría de Justicia
b972e814004e4624a566f308901cca7c,c82f84bf3f2b451393445a0cb6883665,47,31,16,b972e814004e4624a566f308901cca7c->c82f84bf3f2b451393445a0cb6883665,0.6596,mixto,DocDigital Versión 3 - Subsecretaría General de la Presidencia de la República,Ventanilla Única Social - Subsecretaría de Evaluación Social
52449c34bb1e47fe81802bf322dae8ee,9a76efc4c34e4bd7843206658dc45454,47,13,34,9a76efc4c34e4bd7843206658dc45454->52449c34bb1e47fe81802bf322dae8ee,0.7234,mixto,bcm2.sii.cl - Servicio de Impuestos Internos,Portal Ciudadano ClaveÚnica - Secretaría de Gobierno Digital
b6a7ac98c6704aa6b6512efa5fa8dbfe,f883bd6d70b043a09837e8b888fe3f65,47,35,12,b6a7ac98c6704aa6b6512efa5fa8dbfe->f883bd6d70b043a09837e8b888fe3f65,0.7447,mixto,Corfo - Corporación de Fomento de la Producción,undefined - Subsecretaría de Economía y Empresas de Menor Tamaño
