servicio_origen,servicio_destino,soporte_direccion_dominante,clasificacion_orden,frac_lag_menor_5min,frac_lag_mismo_dia_menor_60min,lag_min_p25,lag_min_mediana,lag_min_p75,lag_min_p95
c2f8201a4d224d81babdcea072e5cec4,6a322ad743e3464bae56d2d9b180078a,9,mixto,0.0,0.8889,32.0,35.0,35.0,100.4
eae6a8d122774db4ba88162a875db6a6,88d08ee1a5384a7fbe4bfddb8928ce82,9,consistente,0.0,0.6667,41.0,52.0,96.0,96.0
0b145fb41bc84dc58a5beb5b4ef11b17,20acab350ddf489c931028b7a6a1ff99,9,mixto,0.2222,0.4444,6.0,338.0,343.0,517.0
7f2c2c35a2de4624ad938147f73f271a,2549b51828ce40af920a932dd2102217,9,mixto,0.1111,0.8889,22.0,52.0,57.0,195.4
dc821110e3f34bf3984d61955ced2e69,3af2d18b09e6443fa289e956fc10669f,9,mixto,0.2222,0.6667,6.0,33.0,134.0,559.6
9a76efc4c34e4bd7843206658dc45454,1eec93924a1046efbad70c851782ab8a,9,mixto,0.5556,1.0,1.0,2.0,10.0,20.0
a7925c7ee6674a30ae9f3f4045785095,0faae9b6b5084555a1873eff484b4d9c,9,mixto,0.0,0.5556,32.0,44.0,109.0,492.2
347178b052294153af290d6a84589868,03bd6e11bc9246339a1812eb74331dd6,9,mixto,0.0,0.2222,131.0,377.0,485.0,545.6
2a1ad7012aa3426ab2592dd06689329b,f83678e2b4854792a356c72a255c0da4,9,mixto,0.6667,0.7778,2.0,4.0,10.0,112.2
1ad6835586034de0b29f4a402b182c6c,eaf8f2b0ccd04cf2a7bfcf357fe88ca2,9,mixto,0.0,0.0,271.0,274.0,282.0,454.2
c5b83bbfa22c4c31a5743485b4c6e524,94d27864f86d422faa68efccb908cc34,9,mixto,0.0,0.2222,66.0,220.0,258.0,411.6
dc821110e3f34bf3984d61955ced2e69,eaf8f2b0ccd04cf2a7bfcf357fe88ca2,9,mixto,0.0,0.2222,74.0,156.0,521.0,1122.8
dc821110e3f34bf3984d61955ced2e69,6bcf44d8a73c473cb78f0cb92508a232,9,mixto,0.2222,0.3333,6.0,337.0,479.0,987.4
e9d3577612dd49c3b62b654e33dccefb,74e60dc3bc26493d81088e4d322b7c39,9,mixto,0.2222,0.5556,11.0,14.0,143.0,144.2
347178b052294153af290d6a84589868,9c9359fefd164d388f8a5edc2bac301e,9,mixto,0.0,0.0,300.0,346.0,365.0,381.8
2ff516ac74a44ebfa3a522adbde28a0f,b972e814004e4624a566f308901cca7c,9,mixto,0.0,0.1111,85.0,267.0,345.0,769.2
7f2c2c35a2de4624ad938147f73f271a,dd7629fec91f4599b3cf8c0dd0b984ac,9,mixto,0.0,0.0,399.0,552.0,1291.0,1373.4
67eb30db49f240b08ab2b3f422f92cdf,f5d8ddb9e3924b09901a9ce38dddc362,9,mixto,0.1111,0.1111,256.0,503.0,1276.0,1359.6
6daae6995cb245348bb2b5432ccc9948,645a4f092abd49f0820b8a5507e3dea0,9,consistente,0.0,0.0,82.0,214.0,231.0,243.6
ac7a1bf135744666be846c5bffff7cc8,88d08ee1a5384a7fbe4bfddb8928ce82,9,consistente,0.0,0.3333,45.0,109.0,278.0,394.6
9a76efc4c34e4bd7843206658dc45454,02f0f8beb94542deac503efd6a774262,9,mixto,0.3333,0.5556,3.0,30.0,118.0,177.2
123,c52ceac3693c4644bb20f07dd8aa7103,9,mixto,0.2222,0.5556,8.0,27.0,175.0,235.4
0a750e36725e495ba32bd43a5f170724,ee00832abfba40b38335ce48a12981b5,9,mixto,0.0,0.4444,48.0,64.0,116.0,543.2
781903276b2548499891c4c91c5d278b,01b56ab5b9be43e19fa06300994787ec,9,mixto,0.0,0.1111,130.0,134.0,179.0,765.6
20acab350ddf489c931028b7a6a1ff99,d602a0071f3f4db8b37a87cffd89bf23,9,mixto,0.1111,0.4444,41.0,248.0,597.0,657.2
32f2a35e790544ec9e040345f8a364f3,6a322ad743e3464bae56d2d9b180078a,9,mixto,0.1111,0.3333,12.0,154.0,199.0,693.8
64d9be8046574fbfbc1fb14c9912afea,c765193a11274b73b1ffa97efd6fbc3b,9,mixto,0.0,0.3333,33.0,145.0,419.0,475.0
ed6beff4035f49c6997be95df71e5544,209ce526160947f0b398566cd4cbfd0d,9,mixto,0.1111,0.4444,25.0,136.0,183.0,759.2
228ce6ed11d14e84ac2ae00cb5639515,c52ceac3693c4644bb20f07dd8aa7103,9,mixto,0.0,0.2222,64.0,78.0,109.0,131.6
f883bd6d70b043a09837e8b888fe3f65,ac8e668f620b403b9ccc6486c0e365c7,9,mixto,0.0,0.5556,23.0,32.0,94.0,104.2
9a76efc4c34e4bd7843206658dc45454,fdd7e5cf453e42d7b8cb2334d3a7bff9,9,mixto,0.1111,0.6667,11.0,42.0,345.0,793.4
cb9e2b9dd1cd44c5b7d4fdcfbbf3f5e0,0faae9b6b5084555a1873eff484b4d9c,9,mixto,0.0,0.1111,83.0,87.0,939.0,967.2
c5b83bbfa22c4c31a5743485b4c6e524,38b3f29fe39b4e87b5f7982165de8cf1,9,mixto,0.0,0.1111,101.0,105.0,217.0,385.8
b31017b848694be1b92f15c6dad1ca2c,645a4f092abd49f0820b8a5507e3dea0,9,mixto,0.3333,0.6667,3.0,5.0,85.0,781.2
79bvfghg9a0a8tm25d16sddg7d61d4710,d74a389b77734996ba37fa61a0d08341,9,mixto,0.2222,0.2222,70.0,91.0,131.0,134.2
51e1587ac2364f19bb4a9344841af223,6a322ad743e3464bae56d2d9b180078a,9,mixto,0.0,0.3333,46.0,107.0,218.0,947.2
9c9359fefd164d388f8a5edc2bac301e,4060f34dc33042fda53efdfd0594b679,9,mixto,0.0,0.2222,69.0,107.0,270.0,399.8
dc821110e3f34bf3984d61955ced2e69,9c9359fefd164d388f8a5edc2bac301e,9,mixto,0.0,0.0,882.0,940.0,1081.0,1129.0
6a91c10b9e8341afbd387fb72bab3cf7,e8dde9d26979498786c6ba5a82f70ad3,9,mixto,0.0,0.2222,67.0,161.0,335.0,944.4
8af63e063a2a42098caed55eeb24acf0,239b1152a21a4cebb35b2a9dc02b10a9,9,mixto,0.2222,0.6667,9.0,19.0,377.0,636.4
b7c988fa6132435480b57f66696827fd,2549b51828ce40af920a932dd2102217,9,mixto,0.5556,0.5556,2.0,3.0,677.0,966.0
ffaec74bfd414f8394bab077a989e27f,cd40ad229df147389504190c71de61f5,9,mixto,0.0,0.2222,77.0,151.0,238.0,743.2
9c9359fefd164d388f8a5edc2bac301e,c63d7e67e1f8454386089193582563ea,9,mixto,0.0,0.2222,69.0,235.0,305.0,492.4
b3eb39eeec084dcd92806f5f6081e175,67339e06f4b44f78994ff4785178807a,9,mixto,0.1111,0.4444,42.0,82.0,456.0,485.8
c2f8201a4d224d81babdcea072e5cec4,67339e06f4b44f78994ff4785178807a,9,mixto,0.0,0.0,352.0,537.0,892.0,1180.0
b972e814004e4624a566f308901cca7c,399e7fc266894562850261cfbc06b992,9,mixto,0.0,0.1111,212.0,306.0,317.0,347.6
3346db58cd2d474fbcf63e827462b85d,7d0c4697a4f849e38021ccb192e0b4a7,9,mixto,0.1111,0.1111,168.0,242.0,248.0,344.4
40fc9588a8e04b28852ec1163528bb8a,a7709b21161d459298dc5dc58e77310b,9,mixto,0.0,0.3333,44.0,110.0,126.0,405.6
c5b83bbfa22c4c31a5743485b4c6e524,2ae2ca1a377048a58815f54a432f8a21,9,mixto,0.0,0.3333,30.0,150.0,287.0,386.2
478deb22cecd489eb3ed2dcc954a975b,2549b51828ce40af920a932dd2102217,9,mixto,0.1111,0.2222,71.0,73.0,76.0,83.4
1ad6835586034de0b29f4a402b182c6c,3af2d18b09e6443fa289e956fc10669f,9,mixto,0.0,1.0,10.0,23.0,40.0,41.6
86144f0d3b814c1d8c013f7aade6c55d,88d08ee1a5384a7fbe4bfddb8928ce82,9,mixto,0.0,0.2222,197.0,359.0,732.0,956.4
ffaec74bfd414f8394bab077a989e27f,78d2a80a1628414097285e5ece0cab12,9,mixto,0.0,0.0,757.0,758.0,758.0,842.0
123,b785d3ec935248ff8a8fd358f7765463,9,mixto,0.2222,0.3333,10.0,328.0,414.0,473.2
01b56ab5b9be43e19fa06300994787ec,40fc9588a8e04b28852ec1163528bb8a,9,mixto,0.0,0.3333,47.0,384.0,528.0,876.2
1eab1f316fa94a29bceec6dc6d84f0bd,dcd0b6134a8846c1ac7171f8530945ab,9,mixto,0.0,1.0,16.0,19.0,23.0,26.2
5492b6e4db6948aca469c21d05b18721,c82f84bf3f2b451393445a0cb6883665,9,consistente,0.0,0.0,335.0,352.0,393.0,647.2
67eb30db49f240b08ab2b3f422f92cdf,1bb1657eb2eb43808f0529810258aa3b,9,mixto,0.0,0.4444,54.0,217.0,223.0,395.0
16ffe077cc1a4b11a19bea91abce6f9c,da87b58c9a8245cda82014a16cf8840a,9,mixto,0.0,0.0,281.0,325.0,430.0,789.6
ab2dd6e0890c4b5483973add6fa1b91b,74e60dc3bc26493d81088e4d322b7c39,9,mixto,0.0,0.0,166.0,247.0,250.0,268.8
dcd0b6134a8846c1ac7171f8530945ab,fea91b9f08cc4f54a295711a70734a22,9,mixto,0.3333,0.5556,3.0,58.0,433.0,882.4
d602a0071f3f4db8b37a87cffd89bf23,117d6d62a9844fd38fdb5d53e5cbc844,9,mixto,0.0,0.2222,80.0,733.0,1025.0,1170.0
6a322ad743e3464bae56d2d9b180078a,3af2d18b09e6443fa289e956fc10669f,9,mixto,0.0,0.3333,43.0,182.0,560.0,782.6
9c9359fefd164d388f8a5edc2bac301e,d78965c7cc7241de9494df4348e86691,9,mixto,0.0,0.0,166.0,246.0,344.0,420.4
c52ceac3693c4644bb20f07dd8aa7103,88d08ee1a5384a7fbe4bfddb8928ce82,9,mixto,0.0,0.1111,225.0,255.0,420.0,422.6
6743ad379b094f98ad903d0f0304add1,91f3f86897ff4ae39e50cbd7035fa8af,9,mixto,0.0,0.0,175.0,277.0,478.0,693.6
123,cc24befdf2774590868faf92c745d561,9,consistente,0.0,0.3333,58.0,69.0,136.0,227.4
4a94478dd25f4430a0a023b87e11170d,8c1942e0cdce4f71b53f62474322f0b7,9,consistente,0.0,0.2222,73.0,128.0,143.0,397.2
9a8b89a81b6a4af6a344229958ea3cdf,67339e06f4b44f78994ff4785178807a,9,consistente,0.0,0.2222,80.0,91.0,221.0,359.0
1eec93924a1046efbad70c851782ab8a,2a4a00c47ac6468395984ee10ebc8dc3,9,consistente,0.0,0.4444,39.0,73.0,219.0,414.0
ffaec74bfd414f8394bab077a989e27f,3af2d18b09e6443fa289e956fc10669f,9,consistente,0.2222,0.3333,37.0,483.0,648.0,694.0
558b533275bd41bca3094acb6a85113a,88d08ee1a5384a7fbe4bfddb8928ce82,9,consistente,0.1111,0.2222,136.0,283.0,400.0,418.0
ffaec74bfd414f8394bab077a989e27f,41da80f6154c4d918166fc43862f5d78,9,mixto,0.2222,0.7778,6.0,9.0,40.0,80.6
006b85a984e94ce88ddb035ec01b2d70,c52ceac3693c4644bb20f07dd8aa7103,9,mixto,0.1111,0.3333,19.0,147.0,229.0,742.4
4ef0ced873174ee9afc306e414132c72,d6d4327ae40445518a3c8a6e62137cd6,9,mixto,0.0,0.0,81.0,107.0,161.0,256.6
5af95b4c9eec408dad00e7b5a2a16b92,2549b51828ce40af920a932dd2102217,9,mixto,0.7778,0.7778,1.0,2.0,3.0,123.8
228ce6ed11d14e84ac2ae00cb5639515,dab6b8ce23604fa7b9ace2c2121d943e,9,mixto,0.1111,0.6667,44.0,56.0,65.0,72.2
136c7b7db74f4354ae8721ced4db4e39,b972e814004e4624a566f308901cca7c,9,mixto,0.0,0.1111,139.0,335.0,449.0,1031.6
fea91b9f08cc4f54a295711a70734a22,64d9be8046574fbfbc1fb14c9912afea,9,mixto,0.1111,0.1111,181.0,278.0,304.0,452.6
209ce526160947f0b398566cd4cbfd0d,3af2d18b09e6443fa289e956fc10669f,9,mixto,0.0,0.0,229.0,236.0,379.0,644.4
8af63e063a2a42098caed55eeb24acf0,fb74231009884254b2d13b0fd9056247,9,mixto,0.0,0.5556,18.0,57.0,120.0,533.8
41da80f6154c4d918166fc43862f5d78,c82f84bf3f2b451393445a0cb6883665,9,mixto,0.0,0.1111,122.0,357.0,670.0,1100.8
9ae54d261e454c93ae1c2cdec0fd03e6,dc821110e3f34bf3984d61955ced2e69,9,mixto,0.0,0.6667,34.0,36.0,117.0,233.0
64d9be8046574fbfbc1fb14c9912afea,40dd6d22197543669fba285cd158079f,9,mixto,0.1111,0.3333,40.0,156.0,282.0,529.4
1eec93924a1046efbad70c851782ab8a,6a322ad743e3464bae56d2d9b180078a,9,mixto,0.2222,0.6667,8.0,44.0,94.0,147.8
ae54454684154c25bd33c6e04609652b,f883bd6d70b043a09837e8b888fe3f65,9,mixto,0.0,0.0,288.0,601.0,749.0,883.0
8c2eff865c5f40dbae0d6ccbc47e1d9c,6daae6995cb245348bb2b5432ccc9948,9,mixto,0.0,0.2222,191.0,191.0,605.0,789.0
f62c9a57b0fc4355a33b3ceefb0952b3,ae4caa1cb2154cac89440f3fe18251cb,9,consistente,0.0,0.0,167.0,329.0,361.0,442.2
b8386b6963a4492db355f0f70be3a3e2,d602a0071f3f4db8b37a87cffd89bf23,9,mixto,0.2222,0.3333,10.0,303.0,509.0,556.4
4830b97416a14d1485ccb85c9f9baa4e,645a4f092abd49f0820b8a5507e3dea0,9,mixto,0.3333,1.0,3.0,6.0,8.0,10.2
ffaec74bfd414f8394bab077a989e27f,52449c34bb1e47fe81802bf322dae8ee,9,mixto,0.2222,0.5556,7.0,8.0,232.0,793.2
123,95b7bf6083634811b6ec1552e2ed5fad,9,mixto,0.0,0.1111,148.0,330.0,683.0,988.0
173651d19b3e492cb6c27f74b9b1fe7e,ffaec74bfd414f8394bab077a989e27f,9,mixto,0.3333,0.6667,4.0,7.0,862.0,865.2
be4240b37c354311af26b2846acba9c7,123,9,mixto,0.0,0.2222,96.0,767.0,956.0,1147.2
9ad41e803fff463bac913cedefca7796,123,9,mixto,0.1111,1.0,9.0,14.0,18.0,32.6
fb3957569a8d49528c3571bcb4703f55,495c261c0f484bd08e232f7358452c4d,9,mixto,0.0,0.4444,45.0,66.0,167.0,1087.0
347178b052294153af290d6a84589868,d74a389b77734996ba37fa61a0d08341,9,mixto,0.0,0.3333,12.0,251.0,251.0,251.6
123,eae6a8d122774db4ba88162a875db6a6,9,consistente,0.0,0.0,357.0,368.0,1137.0,1198.8
01b56ab5b9be43e19fa06300994787ec,3752375735a74ae09881a820a0b7d394,9,consistente,0.0,0.0,587.0,733.0,943.0,955.2
62a5285108824e269a3fa09e9c233440,86144f0d3b814c1d8c013f7aade6c55d,9,mixto,0.0,0.7778,24.0,33.0,50.0,245.8
20acab350ddf489c931028b7a6a1ff99,86480a9f563349b1a2974d9f43548e59,9,mixto,0.1111,0.2222,88.0,125.0,177.0,351.6
ffaec74bfd414f8394bab077a989e27f,ab2dd6e0890c4b5483973add6fa1b91b,9,consistente,0.0,0.4444,23.0,61.0,943.0,944.0
c2f8201a4d224d81babdcea072e5cec4,123,9,mixto,0.1111,0.8889,7.0,8.0,8.0,55.8
d602a0071f3f4db8b37a87cffd89bf23,5f686fded1294c02a7a5c3298f2eec5b,9,mixto,0.0,0.1111,97.0,217.0,314.0,741.4
e10304f95c2b40738695563eb9b8662c,d602a0071f3f4db8b37a87cffd89bf23,9,mixto,0.0,0.3333,19.0,406.0,665.0,857.4
40fc9588a8e04b28852ec1163528bb8a,b972e814004e4624a566f308901cca7c,9,consistente,0.0,0.0,206.0,301.0,325.0,352.0
6a91c10b9e8341afbd387fb72bab3cf7,eaf8f2b0ccd04cf2a7bfcf357fe88ca2,9,consistente,0.1111,0.4444,12.0,195.0,261.0,303.4
4f22549f9d3a443cb041c0e55395dbf1,eaf8f2b0ccd04cf2a7bfcf357fe88ca2,9,consistente,0.0,0.0,182.0,238.0,595.0,595.6
e8dde9d26979498786c6ba5a82f70ad3,c150a834cbcc40d09aeed2f8703f4dd3,9,mixto,0.0,0.7778,31.0,36.0,55.0,276.0
2ae2ca1a377048a58815f54a432f8a21,347178b052294153af290d6a84589868,9,mixto,0.0,0.4444,28.0,107.0,115.0,317.2
123,e16bdf2168e144d396be917a93114bfa,9,consistente,0.0,0.0,639.0,688.0,930.0,933.2
d0b1e3a4c2434e65be47566dcc3e2ee0,c7d9f088b4be4e38924fcfa78a6b5496,9,consistente,0.0,0.6667,15.0,47.0,215.0,215.6
a7925c7ee6674a30ae9f3f4045785095,ef1dd1f1a5b94d0eacb669f7b3ec2911,9,consistente,0.0,0.1111,74.0,95.0,156.0,183.0
e5fafa0edd9e4c4586cebde1b6858ccd,d602a0071f3f4db8b37a87cffd89bf23,9,consistente,0.0,0.0,511.0,528.0,541.0,651.2
2ff516ac74a44ebfa3a522adbde28a0f,e49052056b49428b86e0e8972a273c89,9,consistente,0.0,0.0,749.0,780.0,891.0,891.6
2549b51828ce40af920a932dd2102217,de90d8af20f547aaa9b3300c76251188,9,consistente,0.0,0.0,105.0,105.0,106.0,106.0
eb838855f2344f65a4c925df80cdcad5,f2eaffaf45b84b9c8e39cc303a97e9d7,9,consistente,0.0,0.0,1107.0,1111.0,1140.0,1182.4
ef1dd1f1a5b94d0eacb669f7b3ec2911,dfd423dde87b47d382b736a15a36ac68,9,consistente,0.0,0.8889,16.0,16.0,16.0,320.2
03bd6e11bc9246339a1812eb74331dd6,ae4caa1cb2154cac89440f3fe18251cb,8,mixto,0.0,0.25,82.0,141.0,576.75,611.65
d602a0071f3f4db8b37a87cffd89bf23,8c2eff865c5f40dbae0d6ccbc47e1d9c,8,mixto,0.0,0.0,285.25,313.0,415.0,644.45
56da1c80cfea4a5b83326bfef271fc3e,08165f6182bc4dfc9dc1d7774508bbc6,8,mixto,0.0,0.125,230.5,324.0,597.75,1067.0
081c2c9f062a4293ae6d23a5b30e7c3e,d602a0071f3f4db8b37a87cffd89bf23,8,mixto,0.125,0.375,30.0,384.0,886.75,1123.0
e8dde9d26979498786c6ba5a82f70ad3,78d2a80a1628414097285e5ece0cab12,8,mixto,0.0,0.125,970.0,1246.5,1247.0,1247.0
209ce526160947f0b398566cd4cbfd0d,285f4ab87d9a4484a4e8fa6e7db43fe6,8,mixto,0.125,0.75,13.5,31.0,86.0,507.05
3346db58cd2d474fbcf63e827462b85d,c5b83bbfa22c4c31a5743485b4c6e524,8,mixto,0.0,0.125,171.0,301.0,650.25,970.95
2549b51828ce40af920a932dd2102217,8ccf6c97b6eb4670bafec186fbe64f85,8,mixto,0.125,0.125,83.5,184.0,352.25,738.05
c567f19e4b0b409491faa28b331bf1d3,08165f6182bc4dfc9dc1d7774508bbc6,8,mixto,0.0,0.5,21.5,79.5,166.75,257.8
888fb026b62d4a75920fe44a0af43ad4,c82f84bf3f2b451393445a0cb6883665,8,mixto,0.0,0.375,8.25,293.5,642.25,644.95
c52ceac3693c4644bb20f07dd8aa7103,5492b6e4db6948aca469c21d05b18721,8,mixto,0.0,0.125,162.5,221.5,266.0,401.4
e7c03dd9e5044ca7a0945b6bbe4be826,e8dde9d26979498786c6ba5a82f70ad3,8,mixto,0.125,0.75,14.25,25.0,249.5,860.0
2ff516ac74a44ebfa3a522adbde28a0f,ef1dd1f1a5b94d0eacb669f7b3ec2911,8,mixto,0.0,0.5,48.25,66.5,94.25,301.9
9f88dc88029e42d3a5b082ab396be6d3,67339e06f4b44f78994ff4785178807a,8,mixto,0.0,0.0,93.5,136.5,141.5,150.8
d602a0071f3f4db8b37a87cffd89bf23,80d8324451a74ae887a93c2bee8b5d3d,8,mixto,0.0,0.375,33.75,82.0,160.5,761.95
c82f84bf3f2b451393445a0cb6883665,4f22549f9d3a443cb041c0e55395dbf1,8,mixto,0.0,0.375,49.25,234.0,846.75,980.25
4a94478dd25f4430a0a023b87e11170d,a77e76b1e0eb4cc3ae3a1df547fbf4cb,8,consistente,0.0,0.0,1383.0,1387.5,1397.25,1414.3
347178b052294153af290d6a84589868,74e60dc3bc26493d81088e4d322b7c39,8,mixto,0.0,0.375,40.5,109.0,172.5,174.0
c5b83bbfa22c4c31a5743485b4c6e524,91f3f86897ff4ae39e50cbd7035fa8af,8,mixto,0.125,0.125,615.75,862.5,990.25,1038.7
9a76efc4c34e4bd7843206658dc45454,117d6d62a9844fd38fdb5d53e5cbc844,8,mixto,0.375,1.0,4.0,12.0,21.25,25.0
1bb1657eb2eb43808f0529810258aa3b,4a9c2f22f9d047569a0ceafcb9741033,8,mixto,0.0,0.0,236.75,387.5,441.5,771.45
ae4caa1cb2154cac89440f3fe18251cb,3e2a4d42827d43d0b90248199e58e98e,8,mixto,0.0,0.0,341.25,350.5,355.25,632.9
95b7bf6083634811b6ec1552e2ed5fad,c82f84bf3f2b451393445a0cb6883665,8,mixto,0.0,0.125,96.0,113.5,166.0,166.65
67eb30db49f240b08ab2b3f422f92cdf,62a5285108824e269a3fa09e9c233440,8,mixto,0.0,0.5,45.75,81.5,297.5,910.5
3d639e0a581e4afbbc3976eed669f5c6,ab2dd6e0890c4b5483973add6fa1b91b,8,mixto,0.0,1.0,18.5,21.0,31.25,47.9
4f4d89fa8ce34da19ecb340c1d267a3e,67eb30db49f240b08ab2b3f422f92cdf,8,mixto,0.0,0.25,61.75,306.0,664.75,694.1
67339e06f4b44f78994ff4785178807a,f31ed616d84449edb5fdd8cd332552b2,8,mixto,0.0,0.375,31.75,108.0,187.5,369.8
67eb30db49f240b08ab2b3f422f92cdf,b9e3f79c40594953af24e9a43eba4e0c,8,mixto,0.0,0.375,57.0,162.5,209.75,494.75
08165f6182bc4dfc9dc1d7774508bbc6,4f4d89fa8ce34da19ecb340c1d267a3e,8,mixto,0.0,0.75,18.75,25.5,63.75,82.95
68b13a1228424526b43e2f78716efd3b,2a4a00c47ac6468395984ee10ebc8dc3,8,mixto,0.0,0.25,172.5,248.5,281.75,304.05
5f686fded1294c02a7a5c3298f2eec5b,dcd0b6134a8846c1ac7171f8530945ab,8,mixto,0.0,0.0,305.25,582.5,857.5,978.2
ac8e668f620b403b9ccc6486c0e365c7,eaf8f2b0ccd04cf2a7bfcf357fe88ca2,8,mixto,0.0,0.25,59.25,141.5,182.5,188.55
9a76efc4c34e4bd7843206658dc45454,9321fceaab9d4b7c8b8eca8e30b0654d,8,mixto,0.375,0.75,3.0,6.5,37.0,86.3
ee00832abfba40b38335ce48a12981b5,2a4a00c47ac6468395984ee10ebc8dc3,8,consistente,0.0,0.125,157.0,591.5,1355.0,1355.65
fb74231009884254b2d13b0fd9056247,c82f84bf3f2b451393445a0cb6883665,8,consistente,0.0,0.25,603.75,787.0,789.0,789.0
1ad6835586034de0b29f4a402b182c6c,39efc8cccc114c25bf2da1413ecf51a6,8,consistente,0.125,1.0,8.25,10.5,13.25,18.3
9f88dc88029e42d3a5b082ab396be6d3,1ad6835586034de0b29f4a402b182c6c,8,mixto,0.0,0.0,163.75,175.0,177.25,178.65
5af89d91c7c74476ad4546b1db07c56c,c82f84bf3f2b451393445a0cb6883665,8,consistente,0.0,0.375,44.0,749.0,755.25,756.65
3af2d18b09e6443fa289e956fc10669f,347178b052294153af290d6a84589868,8,consistente,0.0,0.25,257.5,365.5,442.5,570.0
f44bedcfbdb64a818e717b872a002abd,91f3f86897ff4ae39e50cbd7035fa8af,8,consistente,0.0,0.0,265.25,311.5,417.5,597.3
9ae54d261e454c93ae1c2cdec0fd03e6,6a322ad743e3464bae56d2d9b180078a,8,mixto,0.0,0.625,16.75,33.5,370.25,476.65
1bb1657eb2eb43808f0529810258aa3b,035b14f7f84242ef8ca0e78b0352777d,8,mixto,0.0,0.125,186.25,292.0,594.75,1176.3
ee00832abfba40b38335ce48a12981b5,0f33ab6447034fe49d1629353a119e47,8,mixto,0.0,0.25,164.75,271.5,339.25,340.0
b1b009877e0c4e0790fd92559d853d69,2ae2ca1a377048a58815f54a432f8a21,8,mixto,0.0,0.5,21.25,57.0,122.0,841.55
c82f84bf3f2b451393445a0cb6883665,55c1817c84554dc881bc439a4b00abed,8,mixto,0.0,0.125,260.0,326.5,579.0,1224.95
7249a9adb1c343aba8db068dbe0c3795,209ce526160947f0b398566cd4cbfd0d,8,mixto,0.125,0.75,15.75,24.5,60.25,158.2
1e801411cdbd40aa92ad0dfc09000f69,ae412e532f1a48428bd0c5ad1f02f816,8,mixto,0.0,0.375,49.5,131.0,186.0,243.2
67339e06f4b44f78994ff4785178807a,7fb306ac5a6d4bbcb720e1de16336508,8,mixto,0.125,0.25,65.0,193.5,231.0,407.15
4a94478dd25f4430a0a023b87e11170d,14cc5dc0682d44fe99d2d91e1eaafac7,8,mixto,0.0,1.0,20.5,21.0,22.75,25.0
eaf8f2b0ccd04cf2a7bfcf357fe88ca2,c13d78fe65b94d05ad83b59494767b9f,8,mixto,0.0,0.375,54.0,102.5,172.25,363.5
4a94478dd25f4430a0a023b87e11170d,0dfdb4894c0e486faae2751590db44b8,8,consistente,0.0,0.0,84.0,241.5,453.75,618.0
fa2253c4c2274ef49d59c93e747deaa0,b972e814004e4624a566f308901cca7c,8,consistente,0.0,0.0,156.0,170.5,204.0,204.0
123,c150a834cbcc40d09aeed2f8703f4dd3,8,consistente,0.0,0.125,275.25,313.5,328.75,334.65
ffaec74bfd414f8394bab077a989e27f,888fb026b62d4a75920fe44a0af43ad4,8,mixto,0.0,0.0,207.75,213.5,217.25,219.3
9a76efc4c34e4bd7843206658dc45454,cd40ad229df147389504190c71de61f5,8,mixto,0.0,0.5,40.0,102.0,180.0,221.1
d602a0071f3f4db8b37a87cffd89bf23,5d23a1d87c58425e98816025d8157273,8,mixto,0.0,0.125,79.5,89.5,288.0,394.4
dcd0b6134a8846c1ac7171f8530945ab,f83678e2b4854792a356c72a255c0da4,8,mixto,0.375,0.375,3.5,85.0,98.5,581.0
d74a389b77734996ba37fa61a0d08341,5492b6e4db6948aca469c21d05b18721,8,consistente,0.0,0.125,189.5,243.0,297.5,300.3
ee1016d1de3347b79368186e86dfc2c2,558b533275bd41bca3094acb6a85113a,8,consistente,0.0,0.0,238.25,276.5,305.0,379.45
0e11736fc9c24dbea92c4f3a6453a160,123,8,mixto,0.0,0.0,95.0,448.0,796.5,1093.45
ffaec74bfd414f8394bab077a989e27f,55c1817c84554dc881bc439a4b00abed,8,mixto,0.125,0.625,20.5,41.0,190.25,340.3
6743ad379b094f98ad903d0f0304add1,67eb30db49f240b08ab2b3f422f92cdf,8,mixto,0.0,0.375,53.0,109.5,148.75,347.5
0faae9b6b5084555a1873eff484b4d9c,c82f84bf3f2b451393445a0cb6883665,8,mixto,0.0,0.25,238.5,595.5,1081.5,1190.9
2549b51828ce40af920a932dd2102217,44568175e9ff4fdcb98cd4e9d368ce11,8,mixto,0.0,0.25,93.25,318.0,448.0,541.6
fb944d98fea445bda57de000993d3e25,fdd7e5cf453e42d7b8cb2334d3a7bff9,8,mixto,0.0,0.75,16.5,22.5,118.25,392.75
ae4caa1cb2154cac89440f3fe18251cb,4f22549f9d3a443cb041c0e55395dbf1,8,mixto,0.125,0.25,50.75,82.5,173.5,213.75
b1b009877e0c4e0790fd92559d853d69,6a91c10b9e8341afbd387fb72bab3cf7,8,mixto,0.125,0.5,43.5,73.0,134.5,834.0
2ae2ca1a377048a58815f54a432f8a21,1e89b0b11b0e417bbd199a3aac7717ee,8,mixto,0.0,1.0,9.0,22.5,33.25,34.65
67339e06f4b44f78994ff4785178807a,01b56ab5b9be43e19fa06300994787ec,8,mixto,0.0,0.0,122.5,216.5,569.5,905.8
006b85a984e94ce88ddb035ec01b2d70,c6f7ed5bd4954356b00aac92c9fff41a,8,mixto,0.125,0.5,22.25,277.5,533.5,554.95
64d9be8046574fbfbc1fb14c9912afea,0f33ab6447034fe49d1629353a119e47,8,mixto,0.125,0.5,22.5,57.5,192.0,561.4
