Código del registro;Nombre del registro;Medio utilizado para obtener el dato, documento (certificado) y/o expediente;Identifique la institución que provee el dato, documento (certificado) y/o expediente que se solicita a los usuarios;Identifique el Documento (certificado) que solicita a los usuarios;Si no se encuentra en el listado, indique el nombre del dato, documento (certificado) y/o expediente que solicita a los usuarios;Identifique la Institución que provee el dato, documento (certificado) y/o expediente que se intercambia manualmente;Tipo de información que se intercambia manualmente;Identifique el documento (certificado) que se intercambia manualmente;Si no se Encuentra en el listado, indique el nombre del documento (certificado) que intercambia manualmente;Indique el nombre del dato que intercambia manualmente (separados por coma);Indique medio utilizado para interoperar electrónicamente;Seleccione institución que Provee el dato, documento (certificado) y/o expediente a través de la Red de Interoperabilidad del Estado;Seleccione el servicio web que consume a través de la Red de Interoperabilidad del Estado;Indique el nombre del Servicio web consumido a través de la Red de Interoperabilidad del Estado;Identifique la institución con la que interopera el dato, documento (certificado) y/o expediente;Indique el nombre del dato o set de datos que interopera
PT-SER00130-00036;GENERAR INFORME DE CUMPLIMIENTO DEL MONITOREO DE LAS NORMAS DE APLICACIÓN GENERAL (NAG);No hay interoperabilidad, se solicita a sus usuarios(as);Contraloría General de la República;No se encuentra certificado;Toma de razón de contrataciones y participación en cursos de CEA (Centro de Estudios de la Administración);;;;;;;;;;;
PT-SER00130-00044;GESTIÓN DEL PREMIO ANUAL DE EXCELENCIA INSTITUCIONAL;No hay interoperabilidad, se solicita a sus usuarios(as);Dirección de Presupuestos;No se encuentra certificado;Listado de servicios que cumplen en un 100% MEI, MAG, PMG, PMG adscritos del año anterior;;;;;;;;;;;
PT-INS00557-00198;Asignación de Bono Post-Laboral;No hay interoperabilidad, se solicita a sus usuarios(as);Superintendencia de Pensiones;No se encuentra certificado;Certificado de Tasa de Reemplazo;;;;;;;;;;;
PA-SUB00029-00069;Contratación de personal (SIAPER);No hay interoperabilidad, se intercambia manualmente con la institución;;;;Servicio de Registro Civil e Identificación;Documento (certificado) y/o expediente;No se encuentra certificado;Certificado de Antecedentes y Registro de Deudores de Alimentos;;;;;;;
PA-SUB00029-00070;Contratación de personal honorario;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Servicio de Registro Civil e Identificación;Documento (certificado) y/o expediente;No se encuentra certificado;Certificado de Antecedentes y Registro de Deudores de Alimentos;;;;;;;
PA-GOR00562-00043;Solicitud por fallecimiento de parientes;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;Certificado de defunción (SRCeI);;;;;;;;;;;;
TR-INS00067-01425;Capacitaciones;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;Certificado de nacimiento para todo trámite (SRCeI);;;;;;;;;;;;
PA-INS00557-00201;Solicitud de Subsidio;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;Certificado de Acuerdo de Unión Civil para todo trámite (SRCeI);;;;;;;;;;;;
PA-INS00557-00201;Solicitud de Subsidio;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;Certificado de matrimonio para todo trámite (SRCeI);;;;;;;;;;;;
PA-INS00557-00201;Solicitud de Subsidio;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;Certificado de nacimiento para todo trámite (SRCeI);;;;;;;;;;;;
PA-GOR00562-00046;Solicitud de Permisos por Matrimonio y/o Unión Civil;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;Certificado de matrimonio para todo trámite (SRCeI);;;;;;;;;;;;
PA-GOR00562-00046;Solicitud de Permisos por Matrimonio y/o Unión Civil;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;Certificado de Acuerdo de Unión Civil para todo trámite (SRCeI);;;;;;;;;;;;
PA-GOR00562-00047;Solicitud Permiso Parental;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;Certificado de nacimiento para asignación familiar (SRCeI);;;;;;;;;;;;
PA-SUB00052-00150;Diseñar y tramitar los convenios de desempeño individual de cargos de primer nivel jerárquico, asociados al sistema de Alta Dirección Pública (ADP);Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza otros Medios;;;;Dirección Nacional del Servicio Civil;Publicación del Concurso
PA-INS00557-00202;Gestión Permiso Administrativo sin Goce y Permisos Asociados a la Protección de la Maternidad, Paternidad y Vida Familiar;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;Certificado de nacimiento para todo trámite (SRCeI);;;;;;;;;;;;
PA-INS00557-00202;Gestión Permiso Administrativo sin Goce y Permisos Asociados a la Protección de la Maternidad, Paternidad y Vida Familiar;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;Certificado de defunción (SRCeI);;;;;;;;;;;;
PA-INS00557-00202;Gestión Permiso Administrativo sin Goce y Permisos Asociados a la Protección de la Maternidad, Paternidad y Vida Familiar;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;Certificado de matrimonio para todo trámite (SRCeI);;;;;;;;;;;;
PA-INS00557-00204;Otorgamiento de Permiso Deportivo;No hay interoperabilidad, se solicita a sus usuarios(as);Instituto Nacional de Deportes de Chile;Certificado vigencia organizaciones deportivas constituídas por la Ley del Deporte (IND);;;;;;;;;;;;
PA-SUB00052-00151;Validación del Convenio de ADP;Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza otros Medios;;;;Dirección Nacional del Servicio Civil;Informe del Directivo
PA-INS00557-00206;Reconocimiento de Conscripción Militar;No hay interoperabilidad, se solicita a sus usuarios(as);Dirección General de Movilización Nacional;Certificado de situación militar para fines especiales;;;;;;;;;;;;
PA-SUB00061-00069;Proceso de prórroga de las contratas;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Contraloría General de la República;Documento (certificado) y/o expediente;No se encuentra certificado;Hoja de vida de la persona funcionaria;;;;;;;
PT-SUB00039-00189;0500010364_AUTORIZACION FUNCIONAMIENTO TERMINALES DE LOCOMOCION COLECTIVA NO URBANA;No hay interoperabilidad, se solicita a sus usuarios(as);Municipios;No se encuentra certificado;Certificado de recepción definitiva;;;;;;;;;;;
PT-SUB00052-00153;Solicitar informe favorable para la reforma de estatutos de fundaciones;Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza otros Medios;;;;Servicio de Registro Civil e Identificación;Certificados de vigencia formato digital a través de su plataforma 
PT-SUB00052-00153;Solicitar informe favorable para la reforma de estatutos de fundaciones;Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza otros Medios;;;;Servicio de Registro Civil e Identificación;documentos fundantes de las inscripciones de la entidad, formato digital a través de E. mail
PT-SUB00052-00153;Solicitar informe favorable para la reforma de estatutos de fundaciones;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Municipios;Documento (certificado) y/o expediente;No se encuentra certificado;Expedientes de constitución, reforma y disoluciones voluntarias, formato físico, a través de Of. De Partes y Archivo;;;;;;;
PT-GOR00131-00045;Asignación Directa al fondo 8% FNDR;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Impuestos Internos;No se encuentra certificado;Rol único tributario de la Organización o institución;;;;;;;;;;;
PT-GOR00131-00045;Asignación Directa al fondo 8% FNDR;No hay interoperabilidad, se solicita a sus usuarios(as);Subsecretaría de Hacienda;Certificado de inscripción en el Registro Central de Colaboradores del Estado y Municipalidades;;;;;;;;;;;;
PT-GOR00131-00045;Asignación Directa al fondo 8% FNDR;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;Certificado de directorio de persona Jurídica (SRCeI);;;;;;;;;;;;
PT-GOR00131-00045;Asignación Directa al fondo 8% FNDR;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Impuestos Internos;No se encuentra certificado;Rol Unico Nacional del Representante Lagal;;;;;;;;;;;
PT-GOR00131-00045;Asignación Directa al fondo 8% FNDR;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;Consultar inhabilidades para trabajar con menores de edad;;;;;;;;;;;;
PA-SUB00052-00157;Retiro Voluntario;Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza otros Medios;;;;Superintendencia de Pensiones;Tasa de reemplazo
PA-SUB00055-00122;Adquisición a través del mecanismo de convenio marco con acuerdos complementarios;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Dirección de Compras y Contratación Pública;Documento (certificado) y/o expediente;No se encuentra certificado;orden de compra, decreto;;;;;;;
PA-SUB00056-00063;Ejecución y seguimiento de auditorías;Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza otros Medios;;;;Consejo de Auditoría Interna General de Gobierno;Informes y seguimiento de auditorías
PT-SUB00028-00057;Supervisiones técnicas regulares al Servicio Nacional de Protección Especializada a la Niñez y Adolescencia ;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Servicio Nacional de Protección Especializada a la Niñez y Adolescencia;Dato o set de datos;;;proyectos, ejecutores, datos de atenciones;;;;;;
PT-GOR00568-00039;Postular a los fondos concursables del 8% del Fondo Nacional de Desarrollo Regional;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;Certificado de vigencia de persona jurídica (SRCeI);;;;;;;;;;;;
PA-SER00150-00048;Gestión de viviendas fiscales;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Subsecretaría de Bienes Nacionales;Documento (certificado) y/o expediente;No se encuentra certificado;Documento que destina el bien inmueble;;;;;;;
PA-SER00129-00234;[SAF] Presentación de Estados Financieros;Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza otros Medios;;;;Contraloría General de la República;informe de estados financieros
PA-SUB00051-00032;Licitación pública ;Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza otros Medios;;;;Dirección de Compras y Contratación Pública;ordenes de compra, anexos y acta de adjudicación. 
PA-SUB00051-00033;Licitación privada ;Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza otros Medios;;;;Dirección de Compras y Contratación Pública;Ordenes de compra, anexos y acta de adjudicación
PA-SUB00051-00034;Trato directo ;Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza otros Medios;;;;Dirección de Compras y Contratación Pública;Ordenes de compra 
PA-SUB00051-00035;Compra ágil;Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza otros Medios;;;;Dirección de Compras y Contratación Pública;Ordenes de compra y cotizaciones
PA-UNI00004-00186;Declaración de Intereses y Patrimonio de Funcionarios;No hay interoperabilidad, se solicita a sus usuarios(as);Contraloría General de la República;No se encuentra certificado;Declaración de Intereses y Patrimonio;;;;;;;;;;;
PT-INS00547-00029;Iniciativa Comunidad Joven;Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza la Red de Interoperabilidad del Estado;SERVICIO REGISTRO CIVIL E IDENTIFICACION;INFORMACION PERSONAL INJUV;Web Service – Información Personal Básico y Domicilio ;;
PA-SUB00051-00037;Compras coordinadas;Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza otros Medios;;;;Dirección de Presupuestos;Resolución aprobatoria DIPRES 
PA-SUB00051-00037;Compras coordinadas;Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza otros Medios;;;;Dirección de Compras y Contratación Pública;Orden de compra, bases y contrato
PA-SUB00051-00038;Licencias Médicas - cobro y recuperación por concepto de subsidio;Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza otros Medios;;;;Fondo Nacional de Salud;Estado de licencias médicas
PT-INS00547-00030;Voluntariado de la Alianza del Pacífico;Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza la Red de Interoperabilidad del Estado;SERVICIO REGISTRO CIVIL E IDENTIFICACION;INFORMACION PERSONAL INJUV;Web Service – Información Personal Básico y Domicilio ;;
PT-INS00547-00031;Voluntariado Día de los Patrimonios;Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza la Red de Interoperabilidad del Estado;SERVICIO REGISTRO CIVIL E IDENTIFICACION;INFORMACION PERSONAL INJUV;Web Service – Información Personal Básico y Domicilio ;;
PA-UNI00004-00193;Velar por el cumplimiento de la Ley del Lobby;Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza otros Medios;;;;Consejo para la Transparencia;Declaración de Lobby
PA-SUB00051-00053;Establecimiento de subrogancias;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Subsecretaría del Interior;Documento (certificado) y/o expediente;No se encuentra certificado;Oficio que ratifica terna de subrogancia propuesta;;;;;;;
PA-SER00603-00069;Reclutamiento y selección por concursos a través de empleos públicos.;Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza otros Medios;;;;Servicio de Registro Civil e Identificación;clave unica (IDEMIA)
PA-INS00545-00053;Autoriza comisión de estudios;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Instituto Nacional de Desarrollo Sustentable de la Pesca Artesanal y de la Acuicultura de Pequeña Escala;Documento (certificado) y/o expediente;No se encuentra certificado;Carta del funcionario que especifique el estudio que solicita;;;;;;;
PA-INS00545-00054;Aprueba delegación de funciones que indica;Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza otros Medios;;;;Contraloría General de la República;Registro a contraloría
TR-SER00603-00071;Comunicación, Rectificación y Liquidación de Franquicia Tributaria;Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza la Red de Interoperabilidad del Estado;SERVICIO REGISTRO CIVIL E IDENTIFICACION;CONSULTA PERSONA SENCE;https://www.pisee.cl/SRCeIConsultaPersonaSENCEProxy;;
PA-SUB00051-00062;Convenio prácticas profesionales;Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza otros Medios;;;;Dirección Nacional del Servicio Civil;Antecedentes de postulante 
PA-SUB00051-00063;Pago a proveedores de facturas de bienes y servicios ;Hay interoperabilidad electrónica con la institución;;;;;;;;;Utiliza otros Medios;;;;Dirección de Presupuestos;Facturas electrónicas 
TR-SER00603-00072;Gestión de pólizas del personal;No hay interoperabilidad, se intercambia manualmente con la institución;;;;Contraloría General de la República;Documento (certificado) y/o expediente;No se encuentra certificado;póliza de fidelidad funcionaria;;;;;;;
PT-INS00023-00098;1.10 Gestionar Calificación de la Denuncia (DIAT - DIEP);No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;Certificado de defunción (SRCeI);;;;;;;;;;;;
PT-SUB00559-00281;Modificación de Autorización para el transporte de residuos no peligrosos;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;Duplicado del padrón de vehículos motorizados;;;;;;;;;;;;
PT-SUB00559-00281;Modificación de Autorización para el transporte de residuos no peligrosos;No hay interoperabilidad, se solicita a sus usuarios(as);Municipios;No se encuentra certificado;Permiso de circulación;;;;;;;;;;;
PT-SUB00559-00282;Modificación de la Autorización para el Transporte de Residuos Peligrosos;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;Duplicado del padrón de vehículos motorizados;;;;;;;;;;;;
PT-SUB00559-00282;Modificación de la Autorización para el Transporte de Residuos Peligrosos;No hay interoperabilidad, se solicita a sus usuarios(as);Municipios;No se encuentra certificado;Permiso de circulación;;;;;;;;;;;
PA-GOR00046-00042;Evaluación de Iniciativas de Inversion (Subtitulo 33);No hay interoperabilidad, se solicita a sus usuarios(as);División de Evaluación de Proyectos;No se encuentra certificado;FICHA IDI;;;;;;;;;;;
PA-GOR00046-00043;Seguimiento de Iniciativas de Inversion (SubtÍtulo 33);No hay interoperabilidad, se solicita a sus usuarios(as);División de Evaluación de Proyectos;No se encuentra certificado;FICHA IDI;;;;;;;;;;;
TR-INS00557-00219;Solicitud de Enrolamiento de visitas a personas privadas de libertad.;No hay interoperabilidad, se solicita a sus usuarios(as);Servicio de Registro Civil e Identificación;Certificado de nacimiento para todo trámite (SRCeI);;;;;;;;;;;;
