Código institución;Nombre institución;Código del registro;Nombre del registro;Tipo de registro;Estado registro;Descripción del registro;Área responsable;Cargo del o la responsable;Tipo de inicio;Acto de inicio;Acto de término;Producto institucional relacionado;Número Ley;URL de la Ley en LeyChile (Biblioteca del Congreso Nacional de Chile);Pago asociado;Tipo de usuario(a);Segmento de usuarios(as);Disponibilidad para su realización;Programa Social relacionado;Nivel de digitalización;Ingreso de solicitud;Canal digital - Canales transaccionales;Canal presencial - Canales transaccionales;Canal telefónico - Canales transaccionales;Módulos de autoatención - Canales transaccionales;Tipo de expediente;Acceso al expediente electrónico por parte de los(as) interesados(as);URL del inicio;Ficha ChileAtiende relacionada;URL de ficha ChileAtiende;Número de plataformas electrónicas que intervienen en el soporte electrónico;Alcance de las plataformas electrónicas que soportan el registro;Utiliza SIMPLE con modalidad Saas como plataforma para la digitalización;Utiliza SIMPLE con modalidad On premise como plataforma para la digitalización;Utiliza Plataformas desarrolladas por la institución (equipo propio) como plataforma para la digitalización;Utiliza Plataformas desarrolladas por la institución (provisto externamente) como plataforma para la digitalización;Utiliza  Plataformas transversales provistas por el Estado como plataforma para la digitalización;No utiliza mecanismo de autenticación - Autenticación;Utiliza ClaveÚnica - Autenticación;Utiliza Clave Tributaria - Autenticación;Utiliza un mecanismo de autenticación propio - Autenticación;Mecanismo de autenticación digital para funcionarios;Firma electrónica Avanzada;Notificación(es) practicada(s);Tiene etapa Inicio;Tiene etapa Instrucción;Tiene etapa Finalización;Medio utilizado para notificar en la etapa de iniciación;Medio utilizado para notificar en la etapa de instrucción;Medio utilizado para notificar en la etapa de finalización;Dato, documentos(certificados) y/o expedientes en poder de otros órganos de la Administración del Estado;Documento(s) notarial(es);Nombre del documento notarial relacionado;Medio utilizado para enviar comunicaciones oficiales entre órganos de la Administración del Estado
PE-SUB-00063;Subsecretaría de Bienes Nacionales;TR-SUB00063-00043;Solicitud de Acceso a la Información Pública (Ley 20.285);Otra Tramitación;Completado;Derecho que tienen todas las personas a solicitar información pública, esto se realiza mediante una Solicitud de Información Pública, con la cual se indica al organismo cuál es la información que necesita, en qué formato se pide y cómo quiere que sea entregada. Para solicitar información pública, la ciudadanía puede hacerlo presencialmente en el organismo o  vía web  Portal de Transparencia.;Atención de usuarios - clientes;Encargado Nacional Sistema Integrado de Información y Atención Ciudadana (SIAC);;;;Atención y/o información ciudadana;20285;https://www.bcn.cl/leychile/navegar?idNorma=276363;En algunos casos;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 4;El ingreso de solicitudes se realiza por medios electrónicos;Sí;Sí;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=undefined;No;;2;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;;;Sí;;;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;Sí;Sí;Sí;Ambos medios;Ambos medios;Ambos medios;No;No;;Sí, realiza envíos por medios electrónicos propios y deja trazabilidad en la plataforma Doc Digital
PE-SUB-00063;Subsecretaría de Bienes Nacionales;PT-SUB00063-00019;Concesión de uso gratuito de corto plazo de inmueble fiscal;Procedimiento administrativo de función específica;Completado;Es una modalidad de administración a través de la cual se otorga a la entidad beneficiaria, el derecho de uso y goce sobre un determinado inmueble fiscal, por un período establecido y para el cumplimiento de una finalidad específica. La concesión de uso a título gratuito se otorga sólo en casos excepcionales y por razones fundadas. La concesión de corto plazo se puede otorgar por períodos de 1 hasta 5 años.;Bienes y servicios;Jefatura de la División de Bienes Nacionales;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Formulario Solicitud de Propiedad Fiscal;"Resolución otorga concesión; Resolución que rechaza concesión";Bienes fiscales;1939;https://www.leychile.cl/Navegar?idNorma=6778;No;Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente;No aplica;Se puede realizar durante todo el año;;Nivel 3;El ingreso de solicitudes se realiza por medios electrónicos;;Sí;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://tramites.mbienes.gob.cl/;Sí;https://www.chileatiende.gob.cl/fichas/56375;4;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;Sí;Sí;Sí;;Sí;;;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza ambos tipos de firma (FirmaGob y provista por un externo);Sí;Sí;Sí;Sí;Sólo por medios electrónicos.;Solo por medios físicos;Solo por medios físicos;Sí;No;;Sí, realiza envíos por medios electrónicos propios y deja trazabilidad en la plataforma Doc Digital
PE-SUB-00063;Subsecretaría de Bienes Nacionales;PT-SUB00063-00020;Donación de bienes;Procedimiento administrativo de función específica;Completado;Es una modalidad de adquisición de bienes por el Fisco, a través de la cual un particular pone a libre disposición del Estado uno o más bienes muebles o inmuebles para destinarlo a fines de interés general.;Bienes y servicios;Jefatura de la División de Bienes Nacionales;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Formulación Donación de Bienes;"Decreto que aprueba contrato de Donación; Resolución que aprueba contrato de Donación; Decreto que rechaza donación";Bienes fiscales;1939;http://bcn.cl/1ux3b;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 2;;;Sí;;;Expediente con documentos en formato físico;;https://tramites.mbienes.gob.cl/;No;;4;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;Sí;Sí;Sí;;Sí;;;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza firma electrónica avanzada del Estado (FirmaGob);Sí;Sí;Sí;Sí;Sólo por medios electrónicos.;Solo por medios físicos;Solo por medios físicos;Sí;Sí;Escritura pública;Sí, realiza envíos por medios electrónicos propios y deja trazabilidad en la plataforma Doc Digital
PE-SUB-00063;Subsecretaría de Bienes Nacionales;PT-SUB00063-00021;Venta directa de inmueble fiscal;Procedimiento administrativo de función específica;Completado;La venta directa es una modalidad de enajenación de los bienes fiscales o del Estado, a través de la cual el Ministerio de Bienes Nacionales transfiere a título oneroso el dominio de un bien fiscal que no sea imprescindible para el cumplimiento de los fines del Estado.;Bienes y servicios;Jefatura de la División de Bienes Nacionales;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Formulario Solicitud de Propiedad Fiscal;"Decreto aprueba contrato de venta; Decreto que rechaza venta";Bienes fiscales;1939;https://www.bcn.cl/leychile/navegar?idNorma=6778;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 3;El ingreso de solicitudes se realiza por medios electrónicos;;Sí;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://tramites.mbienes.gob.cl/;Sí;https://www.chileatiende.gob.cl/fichas/56369;4;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;Sí;Sí;Sí;;Sí;;;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza ambos tipos de firma (FirmaGob y provista por un externo);Sí;Sí;Sí;Sí;Sólo por medios electrónicos.;Solo por medios físicos;Solo por medios físicos;Sí;Sí;Escritura pública;Sí, realiza envíos por medios electrónicos propios y deja trazabilidad en la plataforma Doc Digital
PE-SUB-00063;Subsecretaría de Bienes Nacionales;PT-SUB00063-00022;Saneamiento de la pequeña propiedad raíz particular (ejecución directa e indirecta);Procedimiento administrativo de función específica;Completado;Permite regularizar mediante la aplicación de un procedimiento administrativo, la situación del poseedor(a) material de un bien raíz, reconociéndole la calidad de poseedor(a) regular y así adquirir el dominio del inmueble. Este procedimiento se aplica en forma excepcional cuando la regularización resulta difícil o costosa de obtener por otras leyes. Se busca también resolver situaciones históricas de posesión irregular de terrenos particulares, permitiendo a las personas tener un Título de Dominio. El procedimiento contiene una parte jurídica de acreditación de requisitos legales y una parte técnica de comprobación de la situación en terreno. A través de este proceso, el poseedor material de un bien raíz que carece de Título, puede llegar a adquirir el dominio de esa propiedad tras el transcurso del plazo de dos años después de inscrito en el Conservador de Bienes Raíces (prescripción adquisitiva). Así, consolidado el dominio sobre la propiedad, se podrá optar a subsidios, programas de mejoramiento, créditos, vender, construir y arrendar.;Bienes y servicios;Jefatura de la División Constitución Propiedad Raíz;Ambos tipos de inicio (oficio y a solicitud de partes).;Formulario de solicitud regularización DL 2695/79;"Resolución que ordena la inscripción; Resolución que deniega solicitud";Otros;2695;https://www.bcn.cl/leychile/navegar?idNorma=6982&idVersion=2004-;Sí;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 3;El ingreso de solicitudes se realiza por medios electrónicos;;Sí;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://tramites.mbienes.gob.cl/;Sí;https://www.chileatiende.gob.cl/fichas/4938;3;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;Sí;Sí;Sí;;Sí;;;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza ambos tipos de firma (FirmaGob y provista por un externo);Sí;Sí;Sí;Sí;Ambos medios;Ambos medios;Ambos medios;Sí;Sí;Poder notarial o mandato, si el trámite se realiza con representación de un tercero, Declaraciones juradas de Formularios 2 y 2,2.;Sí, realiza envíos por medios electrónicos propios y deja trazabilidad en la plataforma Doc Digital
PE-SUB-00063;Subsecretaría de Bienes Nacionales;PT-SUB00063-00023;Arriendo de inmueble fiscal;Procedimiento administrativo de función específica;Completado;El arriendo de un inmueble fiscal es un derecho especial de uso y goce que se concede a los particulares sobre algunos bienes raíces fiscales, para una finalidad específica y por un motivo fundado, mediante el respectivo acto administrativo, por un período determinado, y por una renta que se pagará en algún periodo definido, pudiendo ser: mensual, trimestral, semestral o anual. Los plazos de arrendamiento de un inmueble fiscal no podrán ser superiores a 5 años, en inmuebles urbanos, ni mayores de 10, si fueren rurales. Es de carácter transitorio y no otorga al arrendatario derecho para requerir posteriormente la venta del inmueble fiscal o la tramitación de otros actos administrativos respecto de él.;Bienes y servicios;Jefatura de la División de Bienes Nacionales;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Formulario Solicitud de Propiedad Fiscal;"Resolución que concede arriendo; Resolución que rechaza el arriendo";Bienes fiscales;1939;https://www.leychile.cl/Navegar?idNorma=6778;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 3;El ingreso de solicitudes se realiza por medios electrónicos;;Sí;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://tramites.mbienes.gob.cl/;Sí;https://www.chileatiende.gob.cl/fichas/7659;4;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;Sí;Sí;Sí;;Sí;;;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza ambos tipos de firma (FirmaGob y provista por un externo);Sí;Sí;Sí;Sí;Ambos medios;Solo por medios físicos;Solo por medios físicos;Sí;No;;Sí, realiza envíos por medios electrónicos propios y deja trazabilidad en la plataforma Doc Digital
PE-SUB-00063;Subsecretaría de Bienes Nacionales;TR-SUB00063-00044;Pago de concesión onerosa de inmueble fiscal;Otra Tramitación;Completado;Corresponde al pago total o parcial en cuotas del valor de la concesión de un inmueble fiscal, a través de aplicativo web o de forma presencial.;Bienes y servicios;Jefatura de la División de Bienes Nacionales;;;;Recaudación y pagos;1939;https://www.leychile.cl/Navegar?idNorma=6778;No;Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente;No aplica;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;Sí;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://motorpago.mbienes.cl/;No;;2;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;;Sí;;;Sí;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;;;Sí;;;Ambos medios;Sí;No;;No considera comunicaciones oficiales
PE-SUB-00063;Subsecretaría de Bienes Nacionales;PT-SUB00063-00024;Concesión de uso oneroso directa de un inmueble fiscal;Procedimiento administrativo de función específica;Completado;Permite a personas naturales y jurídicas solicitar el uso y goce de un terreno de dominio fiscal para un objetivo preestablecido, a cambio del pago de una renta. La concesión se autoriza por un plazo que no puede exceder los 50 años. La concesión de uso oneroso se otorga para la ejecución de un proyecto específico (acorde a las aptitudes del terreno) y se realiza en forma directa en casos debidamente fundados.;Bienes y servicios;Jefatura de la División de Bienes Nacionales;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Formulario Solicitud de Propiedad Fiscal;"Decreto aprueba contrato de concesión; Decreto que rechaza concesión";Bienes fiscales;1939;https://www.leychile.cl/Navegar?idNorma=6778;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 3;El ingreso de solicitudes se realiza por medios electrónicos;;Sí;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://tramites.mbienes.gob.cl/;Sí;https://www.chileatiende.gob.cl/fichas/56395;4;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;Sí;Sí;Sí;;Sí;;;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza ambos tipos de firma (FirmaGob y provista por un externo);Sí;Sí;Sí;Sí;Sólo por medios electrónicos.;Solo por medios físicos;Solo por medios físicos;Sí;Sí;Escritura pública;Sí, realiza envíos por medios electrónicos propios y deja trazabilidad en la plataforma Doc Digital
PE-SUB-00063;Subsecretaría de Bienes Nacionales;PT-SUB00063-00025;Concesión de uso oneroso por propuesta pública de inmueble fiscal;Procedimiento administrativo de función específica;Completado;Permite a personas naturales y jurídicas solicitar el uso y goce de un terreno de dominio fiscal para un objetivo preestablecido, a cambio del pago de una renta. La concesión se autoriza por un plazo que no puede exceder los 50 años. La concesión de uso oneroso se otorga para la ejecución de un proyecto específico (acorde a las aptitudes del terreno) y se efectúa a través de la modalidad de licitación pública o privada, nacional o internacional.;Bienes y servicios;Jefatura de la División de Bienes Nacionales;Ambos tipos de inicio (oficio y a solicitud de partes).;Formulario Solicitud de Propiedad Fiscal;"Decreto aprueba contrato de concesión; Decreto que rechaza concesión; Decreto declara desierto";Bienes fiscales;1939;https://www.bcn.cl/leychile/navegar?idNorma=6778;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 2;;;Sí;;;Expediente con documentos en formato físico y electrónico (mixto);No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://tramites.mbienes.gob.cl/;No;;4;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;Sí;Sí;Sí;;Sí;;;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza firma electrónica avanzada del Estado (FirmaGob);Sí;Sí;Sí;Sí;Sólo por medios electrónicos.;Solo por medios físicos;Solo por medios físicos;Sí;Sí;Escritura pública;Sí, realiza envíos por medios electrónicos propios y deja trazabilidad en la plataforma Doc Digital
PE-SUB-00063;Subsecretaría de Bienes Nacionales;PT-SUB00063-00026;Autorización para constituir servidumbre en un inmueble fiscal;Procedimiento administrativo de función específica;Completado;Consiste en un gravamen que se impone sobre un predio fiscal en utilidad de otro predio de distinto dueño, debiendo pagar una indemnización por el daño que se produzca en el inmueble fiscal. Se llama predio sirviente  al que sufre el gravamen, y predio dominante, al que reporta la utilidad o beneficio. En consecuencia, toda servidumbre impone al dueño del predio sirviente una limitación a la facultad de goce inherente al dominio. ;Bienes y servicios;Jefatura de la División de Bienes Nacionales;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Formulario Solicitud de Propiedad Fiscal;"Resolución o Decreto que autoriza constitución de servidumbre; Resolución o Decreto que rechaza servidumbre";Bienes fiscales;1939;https://www.bcn.cl/leychile/navegar?idNorma=6778;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 2;;;Sí;;;Expediente con documentos en formato físico;;https://tramites.mbienes.gob.cl/;Sí;https://www.chileatiende.gob.cl/fichas/56308;4;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;Sí;Sí;Sí;;Sí;;;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza firma electrónica avanzada del Estado (FirmaGob);Sí;Sí;Sí;Sí;Ambos medios;Solo por medios físicos;Solo por medios físicos;Sí;Sí;Escritura pública;Sí, realiza envíos por medios electrónicos propios y deja trazabilidad en la plataforma Doc Digital
PE-SUB-00063;Subsecretaría de Bienes Nacionales;TR-SUB00063-00046;Solicitud de copia de plano de un Inmueble Fiscal;Otra Tramitación;Completado;Se puede solicitar copia del plano de un inmueble de propiedad del fisco de Chile, o de un inmueble que alguna vez lo fue, del cual el Ministerio en sus registros de Catastro mantenga copia.;Bienes y servicios;División de Catastro;;;;Bienes fiscales;1939;https://www.bcn.cl/leychile/navegar?idNorma=6778&idParte=8739312;Sí;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 1;;;Sí;;;No tiene un expediente;;http://www.bienesnacionales.cl/?page_id=39164;No;;2;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;Sí;Sí;;Sí;;;;Utiliza ClaveÚnica como mecanismo de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;;;Sí;;;Solo por medios físicos;No;No;;No considera comunicaciones oficiales
PE-SUB-00063;Subsecretaría de Bienes Nacionales;TR-SUB00063-00047;Solicitud de Atención a la Ciudadanía;Otra Tramitación;Completado;Acceso que tienen los/as usuarios/as a efectuar una Solicitud (consulta, reclamo, denuncia, sugerencia, Felicitación) respecto de los servicios que otorga el Ministerio de Bienes Nacionales.;Atención de usuarios - clientes;Encargado Nacional Sistema Integrado de Información y Atención Ciudadana (SIAC);;;;Atención y/o información ciudadana;19880;https://www.bcn.cl/leychile/navegar?idNorma=210676&idVersion=Diferido;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;Sí;Sí;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;http://www.bienesnacionales.cl/siac-atencion/infoAtencion.html;No;;1;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;Sí;;;Sí;;;;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza firma electrónica avanzada provista por un externo;Sí;;;Sí;;;Ambos medios;No;No;;No considera comunicaciones oficiales
PE-SUB-00063;Subsecretaría de Bienes Nacionales;PT-SUB00063-00027;Permuta de inmueble;Procedimiento administrativo de función específica;Completado;Es un contrato en que las partes se obligan mutuamente a dar una especie o cuerpo cierto por otro. En particular, es el cambio de un bien raíz de propiedad fiscal, por un bien raíz de propiedad de un particular que presente valor comercial equivalente.;Bienes y servicios;Jefatura de la División de Bienes Nacionales;Ambos tipos de inicio (oficio y a solicitud de partes).;Solicitud del interesado;"Decreto aprobatorio de contrato de permuta; Resolución o Decreto que rechaza permuta";Bienes fiscales;1939;http://bcn.cl/1ux3b;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 1;;;Sí;;;Expediente con documentos en formato físico;;http://www.bienesnacionales.cl/?page_id=2065;No;;3;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;Sí;Sí;Sí;Sí;;;;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza firma electrónica avanzada del Estado (FirmaGob);Sí;;Sí;Sí;;Solo por medios físicos;Solo por medios físicos;Sí;Sí;Escritura pública;Sí, realiza envíos por medios electrónicos propios y deja trazabilidad en la plataforma Doc Digital
PE-SUB-00063;Subsecretaría de Bienes Nacionales;PT-SUB00063-00028;Destinación de inmueble fiscal;Procedimiento administrativo de función específica;Completado;Consiste en una asignación de inmuebles a las instituciones dependientes de la Administración Central, con el objeto de que los emplee en el cumplimiento de sus fines propios. Destinación a otros SSPP y al Ministerio (cuando corresponde a una autodestinación). Este trámite se encuentra delegado en los Seremis, toda vez que la entidad solicitante son Servicios Públicos en general. Por su parte, cuando el requirente son organismos dependientes del Ministerio de Defensa Nacional, Carabineros de Chile y Policía de Investigaciones, como también, las destinaciones efectuadas  para fines de conservación ambiental, protección del patrimonio y/o planificación, gestión y manejo sustentable de sus recursos, la resolución de las mismas le corresponde a la Ministro/a de Bienes Nacionales (Decreto Exento).;Bienes y servicios;Jefatura de la División de Bienes Nacionales;Ambos tipos de inicio (oficio y a solicitud de partes).;Formulario Solicitud de Propiedad Fiscal;"Resolución o Decreto de Destinación; Resolución o Decreto que rechaza Destinación";Bienes fiscales;1939;https://www.leychile.cl/Navegar?idNorma=6778&r=5;No;Órganos de la administración del Estado;No aplica;Se puede realizar durante todo el año;;Nivel 2;;;Sí;;;Expediente con documentos en formato físico;;https://tramites.mbienes.gob.cl/;No;;4;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;Sí;Sí;Sí;;Sí;;;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza firma electrónica avanzada del Estado (FirmaGob);Sí;Sí;Sí;Sí;Ambos medios;Solo por medios físicos;Solo por medios físicos;Sí;No;;Sí, realiza envíos por medios electrónicos propios y deja trazabilidad en la plataforma Doc Digital
PE-SUB-00063;Subsecretaría de Bienes Nacionales;PT-SUB00063-00029;Autorización para solicitar constitución de derechos de aprovechamiento de aguas subterráneas en inmueble fiscal;Procedimiento administrativo de función específica;Completado;Consiste en una autorización que otorga el Fisco para constituir Derechos de Aprovechamiento de Aguas en predios fiscales. En efecto, el Fisco como dueño del terreno donde se ubica el recurso agua que se desea explotar, debe manifestar su opinión previo a proceder la Dirección General de Aguas, organismo técnico facultado para conceder el derecho de aprovechamiento de aguas superficial o subterráneo. También involucra los cambios de puntos de captación.;Bienes y servicios;Jefatura de la División de Bienes Nacionales;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Formulario Solicitud de Propiedad Fiscal;"Decreto que autoriza la solicitud para requerir a la DGA la constitución de derecho de aprovechamiento de agua sobre un inmueble fiscal; Decreto o Resolución que rechaza autorización";Bienes fiscales;1939;https://www.leychile.cl/Navegar?idNorma=6778&r=5;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 2;;;Sí;;;Expediente con documentos en formato físico;;https://tramites.mbienes.gob.cl/;No;;4;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;Sí;Sí;Sí;;Sí;;;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza firma electrónica avanzada del Estado (FirmaGob);Sí;Sí;Sí;Sí;Ambos medios;Solo por medios físicos;Solo por medios físicos;Sí;No;;Sí, realiza envíos por medios electrónicos propios y deja trazabilidad en la plataforma Doc Digital
PE-SUB-00063;Subsecretaría de Bienes Nacionales;TR-SUB00063-00048;Pago de arriendo de inmueble fiscal;Otra Tramitación;Completado;Corresponde al pago total o parcial en cuotas del valor del arriendo de un inmueble fiscal, a través de aplicativo web o de forma presencial.;Bienes y servicios;Jefatura de la División de Bienes Nacionales;;;;Recaudación y pagos;1939;https://www.leychile.cl/Navegar?idNorma=6778;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;Sí;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://motorpago.mbienes.cl/;No;;2;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;;Sí;;;Sí;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;;;Sí;;;Ambos medios;Sí;No;;No considera comunicaciones oficiales
