institucion_origen,institucion_destino,soporte_total,n_pares_servicio,lift_max,categoria
ACEPTA.COM S.A.,Servicio de Salud Arica y Parinacota,5909,1,1.54,confirmado_acepta
Subsecretaría de Telecomunicaciones,Secretaría de Gobierno Digital,5904,2,3.5,candidato_sin_verificar
Subsecretaría de Educación,Subsecretaría de Desarrollo Regional y Administrativo,5888,4,3.34,candidato_sin_verificar
Subsecretaría de Redes Asistenciales,Dirección de Previsión de Carabineros de Chile,5868,1,2.83,candidato_sin_verificar
Subsecretaría de Redes Asistenciales,Subsecretaría del Interior,5867,1,1.64,candidato_sin_verificar
ACEPTA.COM S.A.,Servicio de Salud Metropolitano Sur Oriente,5854,1,1.3,confirmado_acepta
Fondo Nacional de Salud,Instituto Nacional de Deportes de Chile,5853,1,1.41,efecto_base_lift_bajo
Subsecretaría de Telecomunicaciones,Sociedad Administradora de Fondos de Cesantía de Chile S.A.,5851,1,1.61,candidato_sin_verificar
Servicio de Salud Maule,Subsecretaría de Justicia,5850,1,1.66,candidato_sin_verificar
Subsecretaría de Redes Asistenciales,Subsecretaría General de Gobierno,5803,1,1.35,efecto_base_lift_bajo
Municipalidad de La Florida,Subsecretaría de Redes Asistenciales,5778,1,1.59,candidato_sin_verificar
Dirección del Trabajo,Subsecretaría de Bienes Nacionales,5767,1,1.57,candidato_sin_verificar
Superintendencia de Educación,Ministerio Público,5766,1,4.85,candidato_sin_verificar
Gendarmería de Chile,Subsecretaría de Transportes,5751,1,1.81,candidato_sin_verificar
Servicio de Registro Civil e Identificación,Tribunal Constitucional de Chile,5741,1,1.31,efecto_base_lift_bajo
E-Cert Chile,Junta Nacional de Jardines Infantiles,5710,1,2.15,candidato_sin_verificar
ACEPTA.COM S.A.,"Ministerio de las Culturas, las Artes y el Patrimonio",5708,1,1.39,confirmado_acepta
Dirección de Previsión de Carabineros de Chile,Subsecretaría de Derechos Humanos,5687,1,16.17,candidato_sin_verificar
Municipalidad de Los Angeles,Fondo Nacional de Salud,5656,4,4.18,candidato_sin_verificar
Municipalidad de Las Condes,Carabineros de Chile,5652,1,2.58,candidato_sin_verificar
Dirección General de Movilización Nacional,Servicio Electoral,5651,1,5.33,candidato_sin_verificar
Fondo de Solidaridad e Inversión Social,Servicio Nacional de la Discapacidad,5647,1,5.87,candidato_sin_verificar
Ministerio de Desarrollo Social y Familia,Subsecretaría de Hacienda,5636,1,1.48,efecto_base_lift_bajo
Poder Judicial,Municipalidad de Recoleta,5631,2,2.06,candidato_sin_verificar
Universidad de La Frontera,Subsecretaría de Salud Pública,5615,1,1.67,candidato_sin_verificar
Servicio de Impuestos Internos,Subsecretaría de Vivienda y Urbanismo,5613,1,1.43,efecto_base_lift_bajo
Sociedad Administradora de Fondos de Cesantía de Chile S.A.,AFP Cuprum,5573,1,1.52,candidato_sin_verificar
Servicio de Cooperación Técnica,Ministerio de Educación,5566,1,1.44,efecto_base_lift_bajo
Corporación de Fomento de la Producción,Fondo Nacional de Salud,5549,2,2.09,candidato_sin_verificar
E-Sign S.A.,Servicio de Salud Araucanía Sur,5549,1,1.21,efecto_base_lift_bajo
Universidad de Chile,Fondo Nacional de Salud,5536,2,5.43,candidato_sin_verificar
Servicio de Salud Maule,Subsecretaría de Transportes,5530,1,1.33,efecto_base_lift_bajo
Comisión Administradora del Sistema de Créditos para Estudios Superiores,AFP Modelo,5515,3,4.26,candidato_sin_verificar
Subsecretaría de Prevención del Delito,Dirección de Previsión de Carabineros de Chile,5513,1,102.28,candidato_sin_verificar
Subsecretaría de Telecomunicaciones,Servicio Nacional del Consumidor,5511,1,5.25,candidato_sin_verificar
Contraloría General de la República,Subsecretaría de Economía y Empresas de Menor Tamaño,5497,3,4.88,candidato_sin_verificar
Defensoría Penal Pública,AFP Uno,5492,2,1.98,candidato_sin_verificar
Servicio de Cooperación Técnica,Comisión para la Integridad Pública y Transparencia,5485,1,3.01,candidato_sin_verificar
Ministerio de Desarrollo Social y Familia,Municipalidad de Viña del Mar,5447,1,1.22,efecto_base_lift_bajo
Carabineros de Chile,Municipalidad de Peñalolén,5433,1,1.52,candidato_sin_verificar
Servicio de Tesorerías,Dirección de Educación Pública,5432,1,2.05,candidato_sin_verificar
Universidad de Chile,Subsecretaría de Transportes,5426,1,1.27,efecto_base_lift_bajo
Subsecretaría de Justicia,Subsecretaría de Telecomunicaciones,5421,1,1.72,candidato_sin_verificar
Servicio Nacional de Capacitación y Empleo,Subsecretaría de Educación,5415,3,3.48,candidato_sin_verificar
Servicio Electoral,Poder Judicial,5414,2,2.35,candidato_sin_verificar
Servicio de Salud Metropolitano Sur Oriente,Fondo Nacional de Salud,5410,2,1.61,candidato_sin_verificar
Servicio de Registro Civil e Identificación,Municipalidad de Padre Hurtado,5396,1,1.3,efecto_base_lift_bajo
Servicio de Registro Civil e Identificación,Instituto Nacional de Estadísticas,5395,1,1.28,efecto_base_lift_bajo
Gendarmería de Chile,Subsecretaría de Redes Asistenciales,5392,1,1.63,candidato_sin_verificar
Universidad de Chile,Ministerio Público,5385,1,2.68,candidato_sin_verificar
Servicio Nacional de Capacitación y Empleo,BPO Advisors SpA,5370,1,1.49,efecto_base_lift_bajo
Consejo Nacional de Televisión,Carabineros de Chile,5359,3,2.62,candidato_sin_verificar
Dirección Nacional del Servicio Civil,Junta Nacional de Jardines Infantiles,5357,4,125.96,candidato_sin_verificar
Dirección Nacional del Servicio Civil,Subsecretaría de Hacienda,5356,3,3.84,candidato_sin_verificar
Comisión Administradora del Sistema de Créditos para Estudios Superiores,Servicio de Salud Araucanía Sur,5356,3,1.97,candidato_sin_verificar
Subsecretaría de Redes Asistenciales,Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol,5334,1,2.66,candidato_sin_verificar
Poder Judicial,Municipalidad de Valdivia,5329,5,1.65,candidato_sin_verificar
Servicio de Impuestos Internos,Municipalidad de Recoleta,5322,1,1.34,efecto_base_lift_bajo
Servicio Agrícola y Ganadero,Subsecretaría de Redes Asistenciales,5320,3,1.9,candidato_sin_verificar
Ejército de Chile,Subsecretaría de Redes Asistenciales,5272,2,2.61,candidato_sin_verificar
Comisión Administradora del Sistema de Créditos para Estudios Superiores,E-Digital PKI SpA.,5269,3,2.5,candidato_sin_verificar
Ministerio de Desarrollo Social y Familia,Servicio de Salud Antofagasta,5269,2,2.1,candidato_sin_verificar
ACEPTA.COM S.A.,Subsecretaría de Economía y Empresas de Menor Tamaño,5268,3,2.2,confirmado_acepta
Dirección General del Territorio Marítimo y de Marina Mercante,Servicio Nacional de Pesca y Acuicultura,5259,1,63.16,candidato_sin_verificar
Subsecretaría de Vivienda y Urbanismo,Subsecretaría de Hacienda,5255,4,2.87,candidato_sin_verificar
Municipalidad de Santiago,Subsecretaría de Transportes,5249,1,2.11,candidato_sin_verificar
Comisión Administradora del Sistema de Créditos para Estudios Superiores,Servicio Nacional del Consumidor,5244,1,3.5,candidato_sin_verificar
Subsecretaría de Salud Pública,Subsecretaría de Justicia,5236,2,1.99,candidato_sin_verificar
Servicio Agrícola y Ganadero,Ministerio de Transportes y Telecomunicaciones,5228,1,1.36,efecto_base_lift_bajo
Redin,Servicio de Impuestos Internos,5226,1,1.94,candidato_sin_verificar
Instituto de Desarrollo Agropecuario,Subsecretaría de Justicia,5225,1,2.81,candidato_sin_verificar
Subsecretaría de Salud Pública,Subsecretaría de Bienes Nacionales,5214,3,2.99,candidato_sin_verificar
Servicio de Impuestos Internos,AFP Modelo,5201,1,1.94,candidato_sin_verificar
Servicio de Impuestos Internos,Municipalidad de Padre Hurtado,5194,2,1.68,candidato_sin_verificar
Poder Judicial,Municipalidad de Lo Barnechea,5177,2,1.6,candidato_sin_verificar
Instituto de Previsión Social,Superintendencia de Educación Superior,5159,2,2.02,candidato_sin_verificar
Dirección de Previsión de Carabineros de Chile,Ministerio Público,5156,2,2.92,candidato_sin_verificar
Subsecretaría de Vivienda y Urbanismo,AFP Uno,5153,3,2.17,candidato_sin_verificar
BPO Advisors SpA,Subsecretaría de Justicia,5141,1,2.12,candidato_sin_verificar
Servicio Nacional de Capacitación y Empleo,Corporación de Asistencia Judicial de la Región Metropolitana,5136,2,4.0,candidato_sin_verificar
Subsecretaría General de la Presidencia de la República,Contraloría General de la República,5133,3,98.11,candidato_sin_verificar
Ministerio de Desarrollo Social y Familia,Secretaría de Gobierno Digital,5133,4,1.51,candidato_sin_verificar
Servicio de Registro Civil e Identificación,Universidad del Biobío,5131,1,1.33,efecto_base_lift_bajo
Subsecretaría General de la Presidencia de la República,docdigital,5126,1,206.35,candidato_sin_verificar
Subsecretaría de Justicia,Ministerio de Transportes y Telecomunicaciones,5124,1,1.73,candidato_sin_verificar
Instituto de Previsión Social,Municipalidad de Recoleta,5114,1,2.16,candidato_sin_verificar
E-Cert Chile,Poder Judicial,5074,1,2.31,candidato_sin_verificar
Subsecretaría de Servicios Sociales,Fondo de Solidaridad e Inversión Social,5073,1,7.5,candidato_sin_verificar
Fondo de Solidaridad e Inversión Social,Comisión Administradora del Sistema de Créditos para Estudios Superiores,5049,1,1.46,efecto_base_lift_bajo
Servicio Agrícola y Ganadero,Subsecretaría de Justicia,5033,1,4.38,candidato_sin_verificar
Secretaría de Gobierno Digital,Dirección del Trabajo,5029,1,1.49,efecto_base_lift_bajo
Servicio de Registro Civil e Identificación,Subsecretaría General de la Presidencia de la República,5023,1,1.25,efecto_base_lift_bajo
Poder Judicial,Unidad Administradora de los Tribunales Tributarios y Aduaneros,4968,1,4.25,candidato_sin_verificar
Superintendencia de Electricidad y Combustibles,Fondo Nacional de Salud,4962,2,1.81,candidato_sin_verificar
Sociedad Administradora de Fondos de Cesantía de Chile S.A.,Senado,4961,1,1.37,efecto_base_lift_bajo
Municipalidad de La Florida,Subsecretaría de Justicia,4955,1,1.67,candidato_sin_verificar
Agencia de Calidad de la Educación,Ministerio Público,4953,2,9.7,candidato_sin_verificar
Comisión para el Mercado Financiero,Subsecretaría de Salud Pública,4953,2,1.82,candidato_sin_verificar
Instituto de Previsión Social,Poder Judicial,4916,1,1.76,candidato_sin_verificar
Comisión Administradora del Sistema de Créditos para Estudios Superiores,Subsecretaría de Vivienda y Urbanismo,4914,2,2.76,candidato_sin_verificar
Instituto de Desarrollo Agropecuario,Superintendencia de Pensiones,4911,1,3.55,candidato_sin_verificar
Dirección del Trabajo,Poder Judicial,4909,1,1.65,candidato_sin_verificar
Servicio Nacional de Capacitación y Empleo,Municipalidad de Quilicura,4897,2,1.55,candidato_sin_verificar
Sociedad Administradora de Fondos de Cesantía de Chile S.A.,Municipalidad de Viña del Mar,4885,1,1.25,efecto_base_lift_bajo
Subsecretaría de Justicia,Subsecretaría General de Gobierno,4879,1,1.78,candidato_sin_verificar
Dirección Nacional del Servicio Civil,E-Digital PKI SpA.,4874,1,2.49,candidato_sin_verificar
Municipalidad de Providencia,Subsecretaría de Redes Asistenciales,4863,1,1.94,candidato_sin_verificar
Subsecretaría General de Gobierno,Comisión para la Integridad Pública y Transparencia,4855,1,11.73,candidato_sin_verificar
Dirección del Trabajo,Municipalidad de Quilicura,4850,2,1.63,candidato_sin_verificar
Dirección General de Movilización Nacional,Poder Judicial,4844,2,3.48,candidato_sin_verificar
Central de Abastecimiento del Sistema Nacional de Servicios de Salud,Contraloría General de la República,4830,2,13.78,candidato_sin_verificar
Poder Judicial,Servicio Nacional de Geología y Minería,4829,7,2.88,candidato_sin_verificar
Fondo de Solidaridad e Inversión Social,Subsecretaría de Transportes,4827,2,1.37,efecto_base_lift_bajo
Dirección Nacional del Servicio Civil,Servicio Nacional de Aduanas,4805,1,2.56,candidato_sin_verificar
Secretaría de Gobierno Digital,Servicio Agrícola y Ganadero,4796,3,3.16,candidato_sin_verificar
E-Sign S.A.,Municipalidad de Maipú,4774,1,9.94,candidato_sin_verificar
Sociedad Administradora de Fondos de Cesantía de Chile S.A.,Municipalidad de Recoleta,4763,1,1.41,efecto_base_lift_bajo
Instituto de Previsión Social,Presidencia de la República,4739,1,1.92,candidato_sin_verificar
Servicio de Salud Arica y Parinacota,Subsecretaría de Redes Asistenciales,4737,1,2.44,candidato_sin_verificar
Municipalidad de Las Condes,Subsecretaría de Salud Pública,4733,1,3.98,candidato_sin_verificar
Servicio de Impuestos Internos,Fuerza Aérea de Chile,4706,3,2.86,candidato_sin_verificar
Sociedad Administradora de Fondos de Cesantía de Chile S.A.,Municipalidad de Lo Barnechea,4686,1,1.27,efecto_base_lift_bajo
Servicio de Impuestos Internos,Tribunal Constitucional de Chile,4671,1,1.67,candidato_sin_verificar
Subsecretaría de Prevención del Delito,Servicio Nacional del Consumidor,4651,1,2.1,candidato_sin_verificar
Subsecretaría de Evaluación Social,Servicio de Salud Araucanía Sur,4641,2,2.25,candidato_sin_verificar
Superintendencia de Salud,Subsecretaría de Economía y Empresas de Menor Tamaño,4638,2,2.36,candidato_sin_verificar
Gendarmería de Chile,Subsecretaría de Derechos Humanos,4636,1,76.66,candidato_sin_verificar
Servicio Electoral,Subsecretaría de Bienes Nacionales,4633,2,2.37,candidato_sin_verificar
Instituto de Previsión Social,Municipalidad de Padre Hurtado,4633,3,1.87,candidato_sin_verificar
Subsecretaría de Desarrollo Regional y Administrativo,Comisión para la Integridad Pública y Transparencia,4632,2,4.06,candidato_sin_verificar
Subsecretaría de Economía y Empresas de Menor Tamaño,Municipalidad de Peñalolén,4623,1,2.01,candidato_sin_verificar
Servicio de Impuestos Internos,Defensoría Penal Pública,4615,2,1.7,candidato_sin_verificar
Servicio Nacional de Pesca y Acuicultura,Fondo Nacional de Salud,4615,2,1.25,efecto_base_lift_bajo
Comisión Administradora del Sistema de Créditos para Estudios Superiores,Superintendencia de Educación Superior,4583,1,5.13,candidato_sin_verificar
Servicio Nacional del Consumidor,Poder Judicial,4582,1,3.01,candidato_sin_verificar
Gendarmería de Chile,Subsecretaría de Salud Pública,4567,1,1.75,candidato_sin_verificar
Servicio de Impuestos Internos,Instituto Nacional de Estadísticas,4567,1,1.7,candidato_sin_verificar
Subsecretaría de Economía y Empresas de Menor Tamaño,Subsecretaría de Desarrollo Regional y Administrativo,4564,1,1.64,candidato_sin_verificar
Instituto de Previsión Social,Superintendencia de Insolvencia y Reemprendimiento,4550,1,1.68,candidato_sin_verificar
Sociedad Administradora de Fondos de Cesantía de Chile S.A.,Instituto de Salud Pública de Chile,4544,2,1.48,efecto_base_lift_bajo
Superintendencia de Insolvencia y Reemprendimiento,Comisión para la Integridad Pública y Transparencia,4540,2,5.64,candidato_sin_verificar
Servicio de Registro Civil e Identificación,Subsecretaría del Trabajo,4532,1,1.3,efecto_base_lift_bajo
Municipalidad de Las Condes,Superintendencia de Seguridad Social,4524,1,1.2,efecto_base_lift_bajo
Caja de Previsión de la Defensa Nacional,Fondo de Solidaridad e Inversión Social,4521,1,2.6,candidato_sin_verificar
Poder Judicial,Agencia Nacional de Ciberseguridad,4511,2,1.95,candidato_sin_verificar
Subsecretaría de Telecomunicaciones,Subsecretaría de Evaluación Social,4507,2,1.88,artefacto_vus
Universidad de La Frontera,Junta Nacional de Jardines Infantiles,4493,1,18.6,candidato_sin_verificar
Instituto Nacional de la Juventud,Subsecretaría de Redes Asistenciales,4493,1,3.45,candidato_sin_verificar
Corporación Nacional de Desarrollo Indígena,Subsecretaría de Evaluación Social,4489,1,24.86,artefacto_vus
Servicio de Registro Civil e Identificación,Consejo de Defensa del Estado,4486,1,1.22,efecto_base_lift_bajo
Servicio Electoral,Subsecretaría de Previsión Social,4473,1,1.28,efecto_base_lift_bajo
Subsecretaría de Redes Asistenciales,Sociedad Administradora de Fondos de Cesantía de Chile S.A.,4466,1,1.38,efecto_base_lift_bajo
Superintendencia de Seguridad Social,Subsecretaría de Bienes Nacionales,4460,3,2.88,candidato_sin_verificar
ACEPTA.COM S.A.,Certinet S.A.,4451,1,3.43,confirmado_acepta
Instituto de Previsión Social,Superintendencia de Seguridad Social,4445,1,2.07,candidato_sin_verificar
"Ministerio de las Culturas, las Artes y el Patrimonio",Fondo Nacional de Salud,4443,2,1.69,candidato_sin_verificar
Dirección Nacional del Servicio Civil,Subsecretaría de Vivienda y Urbanismo,4442,1,2.43,candidato_sin_verificar
